Key,Value
BPM,60.0000
StartTime,9.6042
scoreCounter,81.0000
Alpha,Medium
alphaUser,0.0500
alphaAuto,0.0070
AudioGudance,0.0000
VisualGudance,0.0000
FinishTrial,1.0000
Mean Onset List,No mean onset values recorded.
Mean Interval List,No mean interval values recorded.
Timestamps,2.1341,2.6684,3.3524,4.0623,4.8074,5.7078,6.6785,7.6142,8.5713,9.6042,10.5357,11.5172
Player1OnsetTimes,10.9665
Player2OnsetTimes,11.1088
Player3OnsetTimes,No PlayerOnsetTimes recorded.
Player4OnsetTimes,No PlayerOnsetTimes recorded.
Player5OnsetTimes,11.1678
Player6OnsetTimes,11.3699
Player7OnsetTimes,11.0729
Player8OnsetTimes,11.1324
Player9OnsetTimes,11.4778
Player10OnsetTimes,11.5283
Player11OnsetTimes,No PlayerOnsetTimes recorded.
Player12OnsetTimes,11.5401
Player13OnsetTimes,11.1206
Player14OnsetTimes,11.1447
Player15OnsetTimes,11.0249
Player16OnsetTimes,10.8068
Player17OnsetTimes,11.3230
Player18OnsetTimes,11.2175
Player19OnsetTimes,No PlayerOnsetTimes recorded.
Player20OnsetTimes,11.5172
Player21OnsetTimes,10.8311
Player22OnsetTimes,10.8780
Player23OnsetTimes,11.6418
Player24OnsetTimes,11.3006
Player25OnsetTimes,10.7599
Player26OnsetTimes,11.5172
Player27OnsetTimes,11.4316
Player28OnsetTimes,10.8899
Player29OnsetTimes,10.8780
Player30OnsetTimes,10.9414
Player31OnsetTimes,11.4316
Player32OnsetTimes,10.9135
Player33OnsetTimes,11.8153
Player34OnsetTimes,10.8068
Player35OnsetTimes,11.1559
Player36OnsetTimes,10.8663
Player37OnsetTimes,10.9290
Player38OnsetTimes,11.0249
Player39OnsetTimes,10.7952
Player40OnsetTimes,11.2175
Player41OnsetTimes,11.3117
Player42OnsetTimes,10.9665
Player43OnsetTimes,No PlayerOnsetTimes recorded.
Player44OnsetTimes,No PlayerOnsetTimes recorded.
Player45OnsetTimes,No PlayerOnsetTimes recorded.
Player46OnsetTimes,No PlayerOnsetTimes recorded.
Player47OnsetTimes,11.0365
Player48OnsetTimes,No PlayerOnsetTimes recorded.
Player49OnsetTimes,10.9290
Player50OnsetTimes,11.4188
Player51OnsetTimes,10.8663
Player52OnsetTimes,11.1324
Player53OnsetTimes,11.7282
Player54OnsetTimes,10.8899
Player55OnsetTimes,11.1678
Player56OnsetTimes,11.0961
Player57OnsetTimes,11.0611
Player58OnsetTimes,11.3346
Player59OnsetTimes,11.3699
Player60OnsetTimes,11.3117
Player61OnsetTimes,11.0249
Player62OnsetTimes,11.0130
Player63OnsetTimes,10.7475
Player64OnsetTimes,11.2765
Player65OnsetTimes,11.8700
Player66OnsetTimes,10.9665
Player67OnsetTimes,10.8663
Player68OnsetTimes,11.5653
Player69OnsetTimes,11.1809
Player70OnsetTimes,11.2878
Player71OnsetTimes,No PlayerOnsetTimes recorded.
Player72OnsetTimes,10.8780
Player73OnsetTimes,10.9135
Player74OnsetTimes,11.5172
Player75OnsetTimes,11.0729
Player76OnsetTimes,11.0961
Player77OnsetTimes,10.8428
Player78OnsetTimes,11.0130
Player79OnsetTimes,No PlayerOnsetTimes recorded.
Player80OnsetTimes,No PlayerOnsetTimes recorded.
Player81OnsetTimes,10.7832
Player82OnsetTimes,No PlayerOnsetTimes recorded.
Player83OnsetTimes,11.0844
Player84OnsetTimes,10.9549
Player85OnsetTimes,10.9549
Player86OnsetTimes,11.1447
Player87OnsetTimes,11.0365
Player88OnsetTimes,10.8899
Player89OnsetTimes,10.8780
Player90OnsetTimes,No PlayerOnsetTimes recorded.
Player91OnsetTimes,10.8780
Player92OnsetTimes,10.9906
Player93OnsetTimes,11.1809
Player94OnsetTimes,No PlayerOnsetTimes recorded.
Player95OnsetTimes,10.9786
Player96OnsetTimes,No PlayerOnsetTimes recorded.
