Key,Value
BPM,120.0000
StartTime,73.5442
scoreCounter,107.0000
Alpha,Medium
alphaUser,0.0500
alphaAuto,0.0070
AudioGudance,0.0000
VisualGudance,0.0000
FinishTrial,0.0000
Mean Onset List,75.2088,77.4649,78.1718,78.7777,79.4912,80.2231,81.0336,81.7612,82.4921,83.2101,83.8778,84.5329,85.1635,85.7341,86.5525,87.3273,87.9026,88.6819,89.4387,89.9993,90.8379,91.5644,92.1209,92.9144,93.5455,94.0956,94.8567,95.5340,96.1258,96.8691,97.5309,98.4082,99.1143,99.7119,100.5032,101.1933,101.9499,102.7008,103.3505,104.0480,104.8110,105.6047,106.2350,106.9652,107.7231,108.4779,109.0841,109.8938,110.6291,111.2299,111.9835,112.7076,113.3157,113.9866,114.6356,115.3522,116.2115,116.9906,117.6155,118.4804,119.2258,119.8733,120.6433,121.4252,122.2436,122.9127,123.5860,124.3477,124.9909,125.7679,126.5497,127.2638,128.1374,128.8423,129.7221,130.4341,131.2672,132.0731,132.9711,133.6848,134.5782,135.3898,136.2728,137.0143,137.9317,138.6130,139.3753,140.2044,141.1047,141.9084,142.6259,143.5096,144.3980,145.2354,146.1650,147.4619,148.4618,149.2699,150.1612,151.0217,151.7471,152.4297,153.2648,153.9630,154.7507,155.5874,156.3175
Mean Interval List,0.0000,0.5901,0.5148,0.5157,0.5241,0.5250,0.5268,0.5193,0.5165,0.5154,0.5096,0.5156,0.5180,0.5197,0.5268,0.5207,0.5165,0.5197,0.5143,0.5110,0.5167,0.5077,0.5071,0.5138,0.5109,0.5134,0.5228,0.5183,0.5198,0.5249,0.5240,0.5283,0.5188,0.5191,0.5254,0.5217,0.5241,0.5226,0.5217,0.5246,0.5243,0.5234,0.5181,0.5244,0.5233,0.5190,0.5164,0.5232,0.5163,0.5144,0.5168,0.5158,0.5156,0.5208,0.5238,0.5278,0.5279,0.5231,0.5189,0.5243,0.5192,0.5191,0.5256,0.5261,0.5249,0.5196,0.5231,0.5241,0.5228,0.5273,0.5260,0.5266,0.5305,0.5257,0.5314,0.5266,0.5302,0.5305,0.5307,0.5274,0.5327,0.5272,0.5279,0.5268,0.5293,0.5237,0.5288,0.5311,0.5321,0.5276,0.5271,0.5350,0.5338,0.5320,0.5353,0.5546,0.5377,0.5324,0.5359,0.5321,0.5269,0.5280,0.5334,0.5271,0.5310,0.5317,0.5296
Timestamps,60.4921,62.0161,65.0480,67.6348,69.3108,70.4086,71.2732,72.0669,72.8127,73.5442,74.2165,74.9100,75.5770,76.2554,77.0071,77.7559,78.4810,79.2533,79.9849,80.7513,81.4116,82.0815,82.7904,83.3916,84.1799,84.8815,85.5462,86.2569,86.9533,87.6428,88.2811,88.9513,89.6430,90.3164,90.9736,91.6879,92.3782,93.1135,93.7956,94.5316,95.2020,95.9087,96.6009,97.3266,98.0732,98.7583,99.4715,100.1938,100.9104,101.6470,102.3719,103.1047,103.8109,104.5024,105.2456,105.9327,106.6878,107.3958,108.0670,108.7701,109.5104,110.1813,110.8795,111.5277,112.2598,112.9789,113.6902,114.4218,115.1492,115.8671,116.6299,117.3241,118.0550,118.8175,119.5606,120.3362,121.1153,121.8726,122.5856,123.3221,124.0156,124.7501,125.4820,126.2333,127.0262,127.8163,128.5942,129.4107,130.1937,130.9769,131.8145,132.6237,133.4537,134.2740,135.0561,135.8801,136.7408,137.5314,138.3344,139.1175,139.9257,140.7737,141.5830,142.3751,143.2484,144.1081,144.9582,145.8613,147.1741,148.1315,149.0246,149.9019,150.7152,151.4711,152.2185,153.0067,153.7164,154.4904,155.2916,156.0859,156.8484
Player1OnsetTimes,75.1549,77.2536,77.9148,78.6157,79.3498,80.0188,81.3335,82.0343,82.3638,83.0567,83.6895,84.3436,85.0254,85.7186,86.3721,87.5296,88.2187,88.6262,89.2742,89.8675,90.5327,91.8256,92.5956,92.9574,93.3594,94.3881,95.0652,95.4086,96.1966,96.8311,97.3466,98.5049,99.2027,99.6755,100.6461,101.2294,101.6798,102.7342,103.4869,104.0137,104.9266,105.5023,105.9662,107.2187,107.9728,108.3395,109.0671,109.7155,110.8459,111.5277,111.9199,112.5659,113.1592,113.8008,114.4708,115.1666,116.5289,117.2301,117.5533,118.3072,119.4962,120.1707,120.5287,121.2123,122.4764,123.1825,123.5624,124.2804,124.8473,126.0499,126.7061,127.0668,127.9447,128.6407,130.0223,130.7360,131.0742,132.0680,132.7675,133.8861,134.5850,135.4040,136.4857,137.0211,137.8077,138.3520,139.6367,140.3749,141.1073,141.9574,142.5068,143.5315,144.1761,145.2680,145.9799,147.5792,148.2908,149.2500,149.9359,151.0840,151.7999,152.3121,153.3431,153.9819,154.9622,155.4986,156.3109,156.9316
Player2OnsetTimes,74.9253,77.5388,78.3555,78.8459,79.6539,80.1473,81.0033,81.6034,82.7198,83.3748,83.7502,84.5783,85.2016,85.7034,86.7160,87.2796,87.7078,88.8579,89.5338,89.9432,90.8652,91.4376,91.9509,93.1832,93.8442,94.1818,94.8171,95.2974,96.4282,97.1365,97.4660,98.1666,99.3452,100.0612,100.4278,100.9933,102.1656,102.8410,103.2269,104.0916,104.7090,105.7185,106.3309,106.7832,107.7280,108.4030,108.9278,110.1034,110.7503,111.1316,112.0132,112.6113,113.1120,114.3104,114.9945,115.2940,116.1224,116.6942,117.8948,118.6411,118.9769,119.8022,120.5126,121.6876,122.3183,122.6698,123.6247,124.3257,124.8308,125.9406,126.5939,127.4246,127.9295,128.7794,129.4603,130.6363,131.3582,132.1442,133.1071,133.6021,134.4760,135.6683,136.2705,136.9427,138.0266,138.6216,139.5429,140.0681,140.9038,142.1850,142.8637,143.5315,144.2537,145.3007,145.9474,147.4279,148.1494,149.2808,150.0498,151.1305,151.7546,152.6834,153.2109,153.9207,155.0564,155.6212,156.2624,157.2827
Player3OnsetTimes,74.9100,77.5239,78.3555,78.8459,79.6539,80.1473,81.0033,81.6034,82.7425,83.3916,83.7502,84.5452,85.1702,85.7034,86.7783,87.3425,87.7237,88.7808,89.4422,89.8976,90.9570,91.5626,91.9953,93.0504,93.6700,94.0959,94.9869,95.5350,95.9711,97.0446,97.7003,98.1076,98.9652,99.7212,100.3656,101.4457,102.0809,102.4362,103.3335,104.0606,104.6143,105.6733,106.3615,106.8454,107.7585,108.3883,108.8964,110.1034,110.7814,111.1614,112.0132,112.5966,113.1120,114.3422,115.0410,115.3245,116.0739,116.6471,117.9254,118.7188,119.0386,119.7702,120.4359,121.6713,122.3660,122.7332,123.6247,124.2955,124.8142,125.9712,126.6420,127.0438,127.9936,128.7029,129.9916,130.6521,131.0117,132.1922,132.9333,133.8551,134.4305,135.2954,136.5924,137.2080,137.8227,138.6374,139.2590,140.3122,140.9509,141.8951,142.5513,143.6567,144.2694,145.1720,146.4515,147.6396,148.3689,149.2118,150.4329,151.0231,151.7251,152.2661,153.3734,154.0499,154.5081,155.4673,156.1836,157.4533
Player4OnsetTimes,74.8004,77.4103,78.3247,78.9091,79.3498,80.2576,80.9092,81.9719,82.6088,82.9957,83.9120,84.6103,85.1213,85.6110,86.7612,87.4052,87.8003,88.7658,89.3810,89.8675,91.0192,91.6543,92.0544,92.9892,93.5754,94.0491,95.0799,95.6609,96.0370,96.9448,97.5484,98.5367,99.0723,99.5204,100.6616,101.3551,101.7879,102.6398,103.3032,103.8900,105.0522,105.7185,106.0904,107.0033,107.6520,108.6776,109.2688,109.6554,110.4804,111.1911,111.8270,112.9609,113.6096,113.9620,114.6271,115.1823,116.2804,116.9463,117.4366,118.5787,119.2577,119.7212,120.7450,121.4038,122.3504,122.9070,123.3709,124.4652,125.1652,125.6298,126.4715,127.1141,128.3271,128.9882,129.8011,130.2420,131.2168,131.9142,133.0919,133.7588,134.6767,135.1831,136.1311,136.8349,138.1341,138.8230,139.2277,140.0233,141.3311,142.0195,142.4091,143.3472,144.7687,145.4396,146.0112,147.2270,148.6069,149.3428,150.2495,150.7486,151.7251,152.4774,153.0406,154.0828,154.8017,155.7516,156.2624,157.1247
Player5OnsetTimes,75.2462,77.3323,77.9148,78.5531,79.2854,80.0029,81.4116,82.1276,82.4105,82.9652,84.1621,84.8815,85.2169,85.7961,86.2937,87.2950,88.0277,88.5949,89.5035,90.1105,90.5955,91.5164,92.2342,92.8009,93.7173,94.3409,94.7542,95.5040,96.1197,96.6851,97.7841,98.4723,98.8392,99.8295,100.5694,101.0393,102.0352,102.6879,103.1786,104.2847,104.9576,105.3264,106.2018,106.9407,107.5099,108.6467,109.3535,109.7759,110.4651,111.0992,111.7662,113.0462,113.7508,114.0553,114.5023,115.4938,116.1391,117.0428,117.6456,118.6411,119.1661,120.0149,120.5901,121.4823,122.0644,123.0686,123.7357,124.1678,125.0342,125.7062,126.7210,127.3163,128.1564,128.6712,129.7100,130.3878,131.4987,132.0836,132.8415,133.9180,134.5532,135.3098,136.4397,137.0363,137.8688,138.3969,139.5585,140.2601,141.0914,141.6030,142.7107,143.4711,144.4420,145.0141,146.0431,147.4729,148.7942,149.3428,149.9667,150.9615,151.6504,152.2355,153.4674,154.1614,154.5536,155.3700,156.7545,157.4763
Player6OnsetTimes,74.8163,77.4254,78.3247,78.8932,79.3317,80.2576,80.9258,81.9875,82.6088,82.9801,83.8971,84.5943,85.1213,85.6266,86.7783,87.4052,87.7850,88.7507,89.3810,89.8675,91.0192,91.6543,92.0544,92.9892,93.5754,94.0491,95.0799,95.6609,96.0370,96.9448,97.5484,98.5367,99.0723,99.5204,100.6616,101.3551,101.7879,102.6398,103.3032,103.8900,105.0522,105.7185,106.0904,107.0033,107.6520,108.6776,109.2688,109.6554,110.4804,111.1911,111.8270,112.9609,113.6096,113.9620,114.6271,115.1823,116.2804,116.9463,117.4366,118.5787,119.2577,119.7212,120.7450,121.4038,122.3504,122.9070,123.3709,124.4652,125.1652,125.6298,126.4715,127.1141,128.3271,128.9882,129.8011,130.2420,131.2168,131.9142,133.0919,133.7588,134.6767,135.1831,136.1311,136.8349,138.1341,138.8230,139.2277,140.0233,141.3311,142.0195,142.4091,143.3472,144.7687,145.4396,146.0112,147.2270,148.6069,149.3428,150.2495,150.7486,151.7251,152.4774,153.0406,154.0828,154.8017,155.7516,156.2624,157.1247
Player7OnsetTimes,75.4969,77.6017,78.0068,78.8774,79.5365,80.0188,81.0344,81.7378,82.2705,83.3748,84.0693,84.4826,85.2803,85.8568,86.3088,87.2168,87.9369,88.5487,89.5807,90.2191,90.6443,91.3907,92.0544,92.7080,93.2952,93.9876,94.7086,95.3462,96.0056,96.7018,97.3466,98.7108,99.4085,99.7367,100.4131,100.9600,102.1957,102.9189,103.2885,104.0760,104.6782,105.7484,106.3929,106.8291,107.7133,108.3704,108.9278,110.1813,110.8459,111.1762,111.9514,112.5353,113.0959,113.7698,114.4861,115.1999,116.5444,117.2149,117.5383,118.3072,119.5273,120.2024,120.5287,121.1480,122.4138,123.1825,123.6096,124.3257,124.8626,126.0020,126.6575,127.0438,127.9936,128.7182,130.0382,130.6834,131.0117,132.1442,132.8864,133.9023,134.5224,135.3251,136.5008,137.0996,137.8688,138.3671,139.5585,140.2955,141.1391,141.6393,142.6946,143.4384,144.4579,145.0626,146.0891,147.4576,148.7310,149.2956,150.0133,151.0993,151.7700,152.2661,153.3431,154.0281,154.5235,155.5440,156.2624,157.4380
Player8OnsetTimes,75.0174,77.6469,78.4031,78.8148,79.5522,80.0659,81.0678,81.7378,82.2559,83.3602,84.0693,84.4976,85.2959,85.8568,86.2937,87.2021,87.9369,88.5646,89.5962,90.2191,90.6443,91.3907,92.0544,92.7080,93.2952,93.9876,94.7086,95.3462,96.0056,96.7018,97.3466,98.7108,99.4085,99.7367,100.4131,100.9600,102.1957,102.9189,103.2885,104.0760,104.6782,105.7484,106.3929,106.8291,107.7133,108.3704,108.9278,110.1813,110.8459,111.1762,111.9514,112.5353,113.0959,113.7698,114.4861,115.1999,116.5444,117.2149,117.5383,118.3072,119.5273,120.2024,120.5287,121.1480,122.4138,123.1825,123.6096,124.3257,124.8626,126.0020,126.6575,127.0438,127.9936,128.7182,130.0382,130.6834,131.0117,132.1442,132.8864,133.9023,134.5224,135.3251,136.5008,137.0996,137.8688,138.3671,139.5585,140.2955,141.1391,141.6393,142.6946,143.4384,144.4579,145.0626,146.0891,147.4576,148.7310,149.2956,150.0133,151.0993,151.7700,152.2661,153.3431,154.0281,154.5235,155.5440,156.2624,157.4380
Player9OnsetTimes,74.8305,77.4408,78.3247,78.8774,79.3010,80.2576,80.9419,81.4771,82.7046,83.4537,83.8501,84.5783,85.1388,85.6421,86.7783,87.4052,87.7850,88.7507,89.3810,89.8675,91.0192,91.6543,92.0544,92.9892,93.5754,94.0491,95.0799,95.6609,96.0370,96.9448,97.5484,98.5367,99.0723,99.5204,100.6616,101.3551,101.7879,102.6398,103.3032,103.8900,105.0522,105.7185,106.0904,107.0033,107.6520,108.6776,109.2688,109.6554,110.4804,111.1911,111.8270,112.9609,113.6096,113.9620,114.6271,115.1823,116.2804,116.9463,117.4366,118.5787,119.2577,119.7212,120.7450,121.4038,122.3504,122.9070,123.3709,124.4652,125.1652,125.6298,126.4715,127.1141,128.3271,128.9882,129.8011,130.2420,131.2168,131.9142,133.0919,133.7588,134.6767,135.1831,136.1311,136.8349,138.1341,138.8230,139.2277,140.0233,141.3311,142.0195,142.4091,143.3472,144.7687,145.4396,146.0112,147.2270,148.6069,149.3428,150.2495,150.7486,151.7251,152.4774,153.0406,154.0828,154.8017,155.7516,156.2624,157.1247
Player10OnsetTimes,74.8619,77.4719,78.3403,78.8774,79.3010,80.2576,80.9419,81.4771,82.7046,83.4537,83.8501,84.5783,85.1388,85.6421,86.7783,87.3895,87.7692,88.7658,89.4116,89.8827,90.9886,91.6080,92.0247,93.0197,93.6228,94.0805,95.0501,95.5984,96.0056,96.9942,97.6310,98.0923,99.0425,99.8142,100.4131,101.3707,101.9719,102.3895,103.4402,104.2079,104.6937,105.5629,106.2018,106.7665,107.9107,108.6012,109.0065,109.9130,110.5127,111.0352,112.2757,112.9609,113.2829,113.9930,114.5630,115.6459,116.2482,116.9158,117.4366,118.6105,119.2882,119.7401,120.7301,121.3718,122.3343,122.9234,123.4025,124.4652,125.1336,125.5983,126.4715,127.1451,128.3580,129.0040,129.7859,130.2263,131.2325,131.9299,133.0919,133.7428,134.6616,135.6683,136.1469,136.8349,138.1045,138.7769,139.1975,140.0385,141.3784,142.0508,142.3925,143.2669,144.7058,145.4396,146.0891,147.3186,148.5755,149.2276,150.1590,150.7486,151.8460,152.5860,153.0555,153.9360,154.6343,155.7669,156.4034,157.2353
