Key,Value
BPM,60.0000
StartTime,11.5990
scoreCounter,37.0000
Alpha,Medium
alphaUser,0.0500
alphaAuto,0.0070
AudioGudance,0.0000
VisualGudance,0.0000
FinishTrial,1.0000
Mean Onset List,13.2520,14.9673,16.0772,17.1134,18.1418,19.1646,20.1825,21.1932,22.1982,23.2010,24.2026,25.2060,26.2104,27.2214,28.2347,29.2486,30.2595,31.2743,32.2889,33.3009,34.3136,35.3252,36.3398,37.3533,38.3663,39.3800,40.3884,41.3998,42.4103,43.4187,44.4287,45.4385,46.4491,47.4627,48.4776,49.4927,50.5036
Mean Interval List,0.0000,1.0567,1.0189,1.0112,1.0053,1.0002,0.9940,0.9877,0.9845,0.9845,0.9865,0.9867,0.9930,0.9951,0.9961,0.9947,0.9949,0.9974,0.9956,0.9950,0.9947,0.9969,0.9968,0.9957,0.9918,0.9904,0.9917,0.9931,0.9925,0.9935,0.9920,0.9911,0.9904,0.9930,0.9918,0.9903,0.9893
Timestamps,2.8206,3.6850,4.6911,5.6806,6.6935,7.6695,8.7052,9.6452,10.5750,11.5990,12.5241,13.4512,14.3842,15.3415,16.2970,17.2157,18.1416,19.0408,19.9328,20.8809,21.8875,22.9292,23.9362,25.0656,26.1114,27.1442,28.1299,29.1469,30.2077,31.1877,32.1901,33.1952,34.2520,35.2630,36.2547,37.1907,38.1775,39.2160,40.2539,41.2529,42.2826,43.2628,44.2553,45.2517,46.3131,47.3045,48.2882,49.2836,50.3759
Player1OnsetTimes,13.2424,14.7938,15.8743,17.0383,18.2140,19.2974,20.2699,21.1849,22.1288,23.1386,24.1884,25.2439,26.2575,27.2385,28.2159,29.2168,30.2424,31.2845,32.3095,33.3239,34.3237,35.3221,36.3265,37.3433,38.3703,39.3978,40.4076,41.4050,42.3989,43.4026,44.4199,45.4393,46.4594,47.4770,48.4906,49.4906,50.5006
Player2OnsetTimes,12.8733,14.9474,16.2970,17.3538,18.2266,19.0763,20.0289,21.1038,22.2226,23.2881,24.2691,25.2095,26.1690,27.1795,28.2277,29.2751,30.2886,31.2845,32.2729,33.2765,34.2982,35.3339,36.3607,37.3668,38.3703,39.3679,40.3731,41.3931,42.4106,43.4257,44.4326,45.4393,46.4480,47.4630,48.4758,49.4906,50.5006
Player3OnsetTimes,12.9656,15.0394,16.3208,17.3071,18.1654,19.0528,20.0520,21.1387,22.2347,23.2765,24.2580,25.2095,26.1690,27.1795,28.2159,29.2637,30.2886,31.2961,32.2852,33.2765,34.2860,35.3101,36.3496,37.3782,38.3822,39.3679,40.3618,41.3812,42.4106,43.4384,44.4444,45.4393,46.4360,47.4481,48.4758,49.5068,50.5171
Player4OnsetTimes,13.7460,14.7822,15.4937,16.6573,18.1045,19.4652,20.5228,21.3233,22.0808,22.9900,24.0745,25.2327,26.3282,27.3224,28.2518,29.1928,30.1947,31.2483,32.3095,33.3468,34.3471,35.3339,36.3265,37.3322,38.3586,39.3978,40.4195,41.4167,42.4106,43.4143,44.4326,45.4516,46.4594,47.4630,48.4758,49.4906,50.5006
Player5OnsetTimes,13.2181,14.7699,15.8743,17.0501,18.2266,19.2974,20.2583,21.1736,22.1288,23.1503,24.1999,25.2439,26.2575,27.2385,28.2159,29.2168,30.2424,31.2845,32.3208,33.3239,34.3237,35.3221,36.3265,37.3433,38.3703,39.3978,40.4076,41.4050,42.3989,43.4026,44.4199,45.4393,46.4594,47.4770,48.4906,49.4906,50.5006
Player6OnsetTimes,13.1096,15.1791,16.3571,17.2382,18.0573,18.9926,20.0634,21.1961,22.2821,23.2765,24.2119,25.1616,26.1565,27.1916,28.2393,29.2751,30.2771,31.2722,32.2729,33.2880,34.3116,35.3339,36.3496,37.3546,38.3586,39.3679,40.3845,41.4050,42.4229,43.4257,44.4326,45.4393,46.4480,47.4630,48.4758,49.4906,50.5006
Player7OnsetTimes,12.7973,14.8641,16.2721,17.3887,18.2760,19.0995,20.0167,21.0801,22.2102,23.2998,24.2935,25.2327,26.1690,27.1554,28.2040,29.2637,30.3007,31.3078,32.2972,33.2880,34.2982,35.3221,36.3496,37.3668,38.3703,39.3679,40.3731,41.3931,42.4106,43.4257,44.4444,45.4516,46.4480,47.4481,48.4599,49.4906,50.5171
Player8OnsetTimes,12.9080,14.9824,16.3091,17.3422,18.2016,19.0528,20.0289,21.1154,22.2347,23.2998,24.2818,25.2095,26.1565,27.1671,28.2159,29.2637,30.2886,31.2961,32.2852,33.2765,34.2860,35.3101,36.3496,37.3782,38.3822,39.3860,40.3845,41.3931,42.4106,43.4257,44.4326,45.4393,46.4480,47.4630,48.4758,49.4906,50.5006
Player9OnsetTimes,14.6722,15.1907,15.7054,16.5608,17.8470,19.2614,20.4854,21.4165,22.1990,23.0246,24.0174,25.1384,26.2692,27.3224,28.2866,29.2168,30.1836,31.2126,32.2729,33.3239,34.3471,35.3339,36.3153,37.3206,38.3470,39.3860,40.3956,41.3931,42.3873,43.3911,44.4083,45.4276,46.4480,47.4630,48.4758,49.4906,50.5006
Player10OnsetTimes,12.9080,14.9824,16.3091,17.3422,18.2016,19.0528,20.0289,21.1154,22.2347,23.2998,24.2818,25.2095,26.1565,27.1671,28.2159,29.2637,30.2886,31.2961,32.2852,33.2765,34.2860,35.3101,36.3496,37.3782,38.3822,39.3860,40.3845,41.3931,42.4106,43.4257,44.4326,45.4393,46.4480,47.4630,48.4758,49.4906,50.5006
Player11OnsetTimes,13.1455,15.2133,16.3695,17.2269,18.0456,18.9768,20.0634,21.2077,22.2930,23.2881,24.2234,25.1616,26.1453,27.1916,28.2518,29.2869,30.2886,31.2722,32.2614,33.2765,34.3116,35.3339,36.3496,37.3546,38.3586,39.3679,40.3731,41.3931,42.4106,43.4257,44.4326,45.4393,46.4480,47.4630,48.4758,49.4906,50.5006
Player12OnsetTimes,13.2546,14.8050,15.8743,17.0263,18.2016,19.2974,20.2699,21.1849,22.1288,23.1386,24.1884,25.2439,26.2575,27.2385,28.2159,29.2168,30.2424,31.2845,32.3095,33.3239,34.3237,35.3221,36.3265,37.3433,38.3703,39.3978,40.4076,41.4050,42.3989,43.4026,44.4199,45.4393,46.4594,47.4770,48.4906,49.4906,50.5006
Player13OnsetTimes,13.4512,15.0170,15.9570,16.9564,18.0697,19.2043,20.2699,21.2543,22.1990,23.1503,24.1533,25.1978,26.2337,27.2509,28.2518,29.2405,30.2424,31.2603,32.2852,33.3121,34.3237,35.3221,36.3265,37.3433,38.3703,39.3978,40.4076,41.4050,42.3989,43.4026,44.4199,45.4393,46.4594,47.4770,48.4906,49.4906,50.5006
Player14OnsetTimes,12.9080,14.9824,16.3091,17.3422,18.2016,19.0528,20.0289,21.1154,22.2347,23.2998,24.2818,25.2095,26.1565,27.1671,28.2159,29.2637,30.2886,31.2961,32.2852,33.2765,34.2860,35.3101,36.3496,37.3782,38.3822,39.3860,40.3845,41.3931,42.4106,43.4257,44.4326,45.4393,46.4480,47.4630,48.4758,49.4906,50.5006
Player15OnsetTimes,13.4512,15.0170,15.9570,16.9564,18.0697,19.2043,20.2699,21.2543,22.1990,23.1503,24.1533,25.1978,26.2337,27.2509,28.2518,29.2405,30.2424,31.2603,32.2852,33.3121,34.3237,35.3221,36.3265,37.3433,38.3703,39.3978,40.4076,41.4050,42.3989,43.4026,44.4199,45.4393,46.4594,47.4770,48.4906,49.4906,50.5006
Player16OnsetTimes,13.0245,15.0980,16.3451,17.2840,18.1164,19.0161,20.0520,21.1736,22.2703,23.2881,24.2345,25.1741,26.1565,27.1916,28.2393,29.2751,30.2771,31.2722,32.2729,33.2880,34.3116,35.3339,36.3496,37.3546,38.3586,39.3679,40.3845,41.4050,42.4229,43.4257,44.4326,45.4393,46.4480,47.4630,48.4758,49.4906,50.5006
Player17OnsetTimes,14.2220,14.7346,15.4592,16.6573,18.1281,19.4881,20.5228,21.3007,22.0581,22.9779,24.0745,25.2439,26.3400,27.3224,28.2393,29.1814,30.1836,31.2483,32.3208,33.3468,34.3354,35.3101,36.3024,37.3206,38.3586,39.3978,40.4076,41.4050,42.3989,43.4026,44.4199,45.4393,46.4594,47.4770,48.4906,49.4906,50.5006
Player18OnsetTimes,13.6146,15.1677,15.9836,16.8730,17.9630,19.1576,20.3051,21.3233,22.2347,23.1386,24.1079,25.1503,26.2219,27.2738,28.2749,29.2518,30.2303,31.2365,32.2729,33.3121,34.3354,35.3339,36.3265,37.3322,38.3586,39.3860,40.3956,41.4050,42.4106,43.4143,44.4199,45.4276,46.4360,47.4481,48.4758,49.5068,50.5171
Player19OnsetTimes,13.1096,15.1791,16.3571,17.2382,18.0573,18.9926,20.0634,21.1961,22.2821,23.2765,24.2119,25.1616,26.1565,27.1916,28.2393,29.2751,30.2771,31.2722,32.2729,33.2880,34.3116,35.3339,36.3496,37.3546,38.3586,39.3679,40.3845,41.4050,42.4229,43.4257,44.4326,45.4393,46.4480,47.4630,48.4758,49.4906,50.5006
Player20OnsetTimes,13.5559,15.1112,15.9700,16.8971,17.9984,19.1809,20.3051,21.3007,22.2102,23.1272,24.1192,25.1741,26.2337,27.2621,28.2632,29.2518,30.2424,31.2483,32.2729,33.3004,34.3237,35.3339,36.3380,37.3433,38.3586,39.3860,40.3956,41.4050,42.4106,43.4143,44.4199,45.4276,46.4360,47.4481,48.4758,49.5068,50.5171
Player21OnsetTimes,13.0979,15.1677,16.3571,17.2494,18.0697,18.9926,20.0634,21.1961,22.2821,23.2765,24.2119,25.1616,26.1565,27.1916,28.2393,29.2751,30.2771,31.2722,32.2729,33.2880,34.3116,35.3339,36.3496,37.3546,38.3586,39.3679,40.3845,41.4050,42.4229,43.4257,44.4326,45.4393,46.4480,47.4630,48.4758,49.4906,50.5006
