Key,Value
BPM,60.0000
StartTime,16.1424
scoreCounter,16.0000
Alpha,Medium
alphaUser,0.0500
alphaAuto,0.0070
AudioGudance,1.0000
VisualGudance,1.0000
FinishTrial,1.0000
Mean Onset List,17.6984,19.2296,20.2973,21.3615,22.3893,24.0271,25.0956,26.1500,27.1786,28.6246,29.6490,30.6664,31.6655,32.6643,33.6631,34.6671
Mean Interval List,0.0000,1.0494,1.0041,1.0100,0.9892,1.0480,1.0131,1.0107,1.0088,1.0052,0.9805,0.9812,0.9806,0.9807,0.9849,0.9811
Timestamps,10.4251,11.0050,11.5455,12.0356,12.5643,13.1976,13.8041,14.7908,15.4170,16.1424,17.0387,17.9209,18.6839,19.3088,19.9476,20.4952,21.1435,22.3140,23.3459,24.2855,25.3047,26.3207,27.2762,28.2297,29.2695,30.2753,31.2766,32.3614,33.2837,34.1213
Player1OnsetTimes,17.7142,19.2595,20.3126,21.3134,22.3254,24.4147,25.5229,26.2700,26.9876,28.8469,30.0033,30.8288,31.5552,32.4223,33.4889,34.6597
Player2OnsetTimes,17.4249,18.9746,20.2405,21.4548,22.5257,23.4689,24.4409,25.8834,27.3977,28.6286,29.5129,30.5287,31.6408,32.7618,33.7952,34.7465
Player3OnsetTimes,18.3620,19.3949,19.9714,20.8674,22.1221,23.4805,24.7460,26.1738,27.4698,28.4847,29.3078,30.4199,31.6766,32.8710,33.8828,34.7465
Player4OnsetTimes,18.1485,19.1884,19.9223,20.9732,22.2767,23.5634,24.7108,26.0886,27.4101,28.4964,29.3684,30.4679,31.6882,32.8461,33.8451,34.7340
Player5OnsetTimes,17.3270,19.3949,20.7360,21.6476,22.3609,23.9548,25.0396,26.1250,27.1910,28.2297,29.2418,30.5287,31.8214,32.9310,33.8195,34.6362
Player6OnsetTimes,17.3746,19.4439,20.7477,21.6222,22.3254,23.9548,25.0645,26.1489,27.1910,28.2163,29.2294,30.5169,31.8214,32.9310,33.8195,34.6362
Player7OnsetTimes,18.1131,19.1531,19.9223,20.9975,22.3011,23.5754,24.7108,26.0773,27.3977,28.4847,29.3570,30.4679,31.6882,32.8461,33.8451,34.7340
Player8OnsetTimes,18.1723,19.2122,19.9346,20.9613,22.2516,23.5514,24.7226,26.1003,27.4101,28.4847,29.3570,30.4679,31.6882,32.8461,33.8451,34.7340
Player9OnsetTimes,17.5933,19.1531,20.3005,21.3838,22.4091,24.4025,25.4507,26.2099,26.9753,28.9314,30.0989,30.8653,31.5310,32.3734,33.4528,34.6597
Player10OnsetTimes,17.5107,19.0699,20.2766,21.4192,22.4675,24.4147,25.4275,26.1738,26.9637,28.9817,30.1612,30.9006,31.5190,32.3353,33.4284,34.6597
Player11OnsetTimes,17.2906,19.3574,20.7240,21.6598,22.3734,23.9548,25.0279,26.1127,27.1910,28.2414,29.2554,30.5287,31.8214,32.9310,33.8195,34.6362
Player12OnsetTimes,17.8850,19.4317,20.3613,21.2290,22.2037,24.4025,25.6060,26.3572,27.0109,28.7372,29.8712,30.7796,31.6047,32.5064,33.5329,34.6362
Player13OnsetTimes,18.1248,19.1648,19.9223,20.9855,22.2891,23.5754,24.7226,26.0886,27.3977,28.4847,29.3570,30.4679,31.6882,32.8461,33.8451,34.7340
Player14OnsetTimes,17.8255,19.3697,20.3496,21.2651,22.2516,24.3903,25.5582,26.3207,27.0109,28.8001,29.9317,30.7913,31.5672,32.4581,33.5206,34.6597
Player15OnsetTimes,17.7255,19.2721,20.3244,21.3134,22.3254,24.4147,25.5229,26.2700,26.9876,28.8469,30.0033,30.8288,31.5552,32.4223,33.4889,34.6597
Player16OnsetTimes,18.3260,19.3574,19.9714,20.8906,22.1450,23.4925,24.7343,26.1616,27.4579,28.4847,29.3207,30.4317,31.6766,32.8589,33.8705,34.7465
Player17OnsetTimes,17.7013,19.2476,20.3126,21.3252,22.3375,24.4025,25.5108,26.2700,26.9876,28.8678,30.0267,30.8404,31.5552,32.4100,33.4771,34.6483
Player18OnsetTimes,17.5576,19.1171,20.2881,21.3955,22.4327,24.4025,25.4389,26.1976,26.9753,28.9443,30.1106,30.8770,31.5310,32.3614,33.4403,34.6483
Player19OnsetTimes,17.4488,18.9987,20.2520,21.4431,22.5024,24.4025,25.3909,26.1489,26.9637,29.0085,30.1858,30.9006,31.5069,32.3238,33.4284,34.6723
Player20OnsetTimes,17.4986,19.0579,20.2766,21.4313,22.4795,24.4025,25.4028,26.1616,26.9637,28.9956,30.1742,30.9006,31.5069,32.3238,33.4284,34.6723
Player21OnsetTimes,17.7142,19.2595,20.3126,21.3134,22.3254,24.4147,25.5229,26.2700,26.9876,28.8469,30.0033,30.8288,31.5552,32.4223,33.4889,34.6597
Player22OnsetTimes,18.2556,19.2841,19.9476,20.9259,22.2037,23.5283,24.7343,26.1366,27.4336,28.4847,29.3333,30.4441,31.6882,32.8589,33.8575,34.7340
Player23OnsetTimes,17.6288,19.1884,20.3126,21.3607,22.3734,24.3903,25.4744,26.2464,26.9995,28.9059,30.0508,30.8404,31.5432,32.3974,33.4771,34.6597
Player24OnsetTimes,18.0407,19.0817,19.8982,21.0223,22.3375,23.5989,24.7108,26.0651,27.3852,28.4847,29.3684,30.4804,31.7010,32.8589,33.8451,34.7221
Player25OnsetTimes,17.3503,19.4195,20.7360,21.6222,22.3254,23.9548,25.0645,26.1489,27.2026,28.2297,29.2294,30.5169,31.8214,32.9310,33.8195,34.6362
Player26OnsetTimes,18.9608,19.4786,19.6241,21.2887,22.7905,23.8473,24.6132,25.7638,27.1309,28.4363,29.4886,30.6230,31.7375,32.7736,33.7210,34.6483
Player27OnsetTimes,17.2659,19.3327,20.7120,21.6598,22.3854,23.9679,25.0279,26.1003,27.1784,28.2414,29.2695,30.5403,31.8214,32.9193,33.8072,34.6239
Player28OnsetTimes,17.3270,19.3949,20.7360,21.6476,22.3609,23.9548,25.0396,26.1250,27.1910,28.2297,29.2418,30.5287,31.8214,32.9310,33.8195,34.6362
Player29OnsetTimes,18.1369,19.1763,19.9223,20.9732,22.2767,23.5634,24.7108,26.0886,27.4101,28.4964,29.3684,30.4679,31.6882,32.8461,33.8451,34.7340
Player30OnsetTimes,17.5461,19.1051,20.2881,21.4076,22.4447,24.3903,25.4157,26.1858,26.9753,28.9688,30.1360,30.8770,31.5190,32.3477,33.4403,34.6597
Player31OnsetTimes,17.3025,19.3697,20.7240,21.6476,22.3609,23.9548,25.0396,26.1250,27.1910,28.2297,29.2418,30.5287,31.8214,32.9310,33.8195,34.6362
Player32OnsetTimes,18.2791,19.3088,19.9476,20.9024,22.1794,23.5165,24.7343,26.1366,27.4336,28.4847,29.3333,30.4441,31.6882,32.8589,33.8575,34.7340
Player33OnsetTimes,18.0886,19.1295,19.9101,20.9975,22.3011,23.5754,24.7108,26.0773,27.3977,28.4964,29.3684,30.4679,31.6882,32.8461,33.8451,34.7340
Player34OnsetTimes,17.5107,19.0699,20.2766,21.4192,22.4675,24.4147,25.4275,26.1738,26.9637,28.9817,30.1612,30.9006,31.5190,32.3353,33.4284,34.6597
Player35OnsetTimes,17.4861,19.0457,20.2647,21.4192,22.4795,24.4268,25.4275,26.1738,26.9637,28.9817,30.1612,30.9006,31.5190,32.3353,33.4284,34.6597
Player36OnsetTimes,17.3861,19.4557,20.7477,21.6101,22.3140,23.9548,25.0645,26.1489,27.1910,28.2163,29.2294,30.5169,31.8214,32.9310,33.8195,34.6362
Player37OnsetTimes,17.4122,19.4786,20.7597,21.5977,22.2891,23.9548,25.0887,26.1738,27.2026,28.2039,29.2055,30.5048,31.8343,32.9557,33.8324,34.6239
Player38OnsetTimes,17.3987,19.4669,20.7477,21.5977,22.3011,23.9679,25.0887,26.1616,27.1910,28.2039,29.2169,30.5169,31.8343,32.9433,33.8195,34.6239
Player39OnsetTimes,17.7491,19.2960,20.3244,21.3002,22.3140,24.4147,25.5344,26.2835,26.9876,28.8351,29.9914,30.8288,31.5672,32.4339,33.4889,34.6483
Player40OnsetTimes,17.7997,19.3449,20.3375,21.2770,22.2767,24.4147,25.5582,26.3071,26.9876,28.8001,29.9550,30.8155,31.5807,32.4581,33.5013,34.6362
Player41OnsetTimes,17.4122,19.4786,20.7597,21.5977,22.2891,23.9548,25.0887,26.1738,27.2026,28.2039,29.2055,30.5048,31.8343,32.9557,33.8324,34.6239
Player42OnsetTimes,17.5820,19.1416,20.2881,21.3721,22.4091,24.4025,25.4507,26.2099,26.9753,28.9314,30.0989,30.8653,31.5310,32.3734,33.4528,34.6597
Player43OnsetTimes,17.7873,19.3327,20.3375,21.2887,22.2891,24.4025,25.5344,26.2953,26.9995,28.8232,29.9671,30.8155,31.5672,32.4461,33.5013,34.6483
Player44OnsetTimes,17.4122,19.4786,20.7597,21.5977,22.2891,23.9548,25.0887,26.1738,27.2026,28.2039,29.2055,30.5048,31.8343,32.9557,33.8324,34.6239
Player45OnsetTimes,17.8372,19.3819,20.3496,21.2525,22.2399,24.4025,25.5701,26.3325,27.0109,28.7743,29.9074,30.7913,31.5926,32.4820,33.5329,34.6597
Player46OnsetTimes,17.4861,19.0457,20.2647,21.4192,22.4795,24.4268,25.4275,26.1738,26.9637,28.9817,30.1612,30.9006,31.5190,32.3353,33.4284,34.6597
Player47OnsetTimes,17.5696,19.1295,20.2881,21.3838,22.4207,24.4147,25.4624,26.2099,26.9637,28.9192,30.0989,30.8770,31.5432,32.3734,33.4528,34.6597
Player48OnsetTimes,17.4986,19.0579,20.2766,21.4313,22.4795,24.4025,25.4028,26.1616,26.9637,28.9956,30.1742,30.9006,31.5069,32.3238,33.4284,34.6723
Player49OnsetTimes,17.4742,19.0336,20.2647,21.4313,22.4910,24.4147,25.4157,26.1616,26.9515,28.9817,30.1742,30.9135,31.5190,32.3238,33.4160,34.6597
Player50OnsetTimes,17.6412,19.2005,20.3126,21.3607,22.3734,24.3903,25.4624,26.2345,26.9876,28.9059,30.0625,30.8532,31.5432,32.3974,33.4771,34.6597
Player51OnsetTimes,17.6165,19.1763,20.3005,21.3607,22.3854,24.4025,25.4744,26.2345,26.9876,28.9059,30.0625,30.8532,31.5432,32.3974,33.4771,34.6597
Player52OnsetTimes,18.5046,19.0220,19.5030,21.8331,23.4430,24.1122,24.6988,25.6557,26.9637,28.3385,29.5129,30.7193,31.8214,32.7852,33.6715,34.5883
Player53OnsetTimes,17.5576,19.1171,20.2881,21.3955,22.4327,24.4025,25.4389,26.1976,26.9753,28.9443,30.1106,30.8770,31.5310,32.3614,33.4403,34.6483
Player54OnsetTimes,17.3387,19.4075,20.7360,21.6348,22.3495,23.9548,25.0396,26.1250,27.1910,28.2297,29.2418,30.5287,31.8214,32.9310,33.8195,34.6362
Player55OnsetTimes,17.4986,19.0579,20.2766,21.4313,22.4795,24.4025,25.4028,26.1616,26.9637,28.9956,30.1742,30.9006,31.5069,32.3238,33.4284,34.6723
Player56OnsetTimes,17.4986,19.0579,20.2766,21.4313,22.4795,24.4025,25.4028,26.1616,26.9637,28.9956,30.1742,30.9006,31.5069,32.3238,33.4284,34.6723
Player57OnsetTimes,18.3620,19.3949,19.9714,20.8674,22.1221,23.4805,24.7460,26.1738,27.4698,28.4847,29.3078,30.4199,31.6766,32.8710,33.8828,34.7465
Player58OnsetTimes,17.2777,19.3449,20.7240,21.6719,22.3854,23.9428,25.0042,26.0886,27.1784,28.2414,29.2695,30.5403,31.8214,32.9193,33.8072,34.6239
Player59OnsetTimes,17.3503,19.4195,20.7360,21.6222,22.3254,23.9548,25.0645,26.1489,27.2026,28.2297,29.2294,30.5169,31.8214,32.9310,33.8195,34.6362
Player60OnsetTimes,17.4122,18.9608,20.2405,21.4666,22.5377,23.4805,24.4409,25.8719,27.3852,28.6286,29.5129,30.5287,31.6408,32.7618,33.7952,34.7465
Player61OnsetTimes,17.5224,19.0817,20.2766,21.4076,22.4562,24.4025,25.4275,26.1858,26.9753,28.9688,30.1360,30.8770,31.5190,32.3477,33.4403,34.6597
Player62OnsetTimes,17.5107,19.0699,20.2766,21.4192,22.4675,24.4147,25.4275,26.1738,26.9637,28.9817,30.1612,30.9006,31.5190,32.3353,33.4284,34.6597
Player63OnsetTimes,17.4742,19.0336,20.2647,21.4313,22.4910,23.4549,24.4531,25.9075,27.4101,28.6286,29.5010,30.5169,31.6408,32.7618,33.7952,34.7465
Player64OnsetTimes,17.4488,18.9987,20.2520,21.4431,22.5024,23.4549,24.4409,25.8951,27.4101,28.6401,29.5129,30.5169,31.6291,32.7498,33.7952,34.7591
Player65OnsetTimes,17.4742,19.0336,20.2647,21.4313,22.4910,23.4549,24.4531,25.9075,27.4101,28.6286,29.5010,30.5169,31.6408,32.7618,33.7952,34.7465
Player66OnsetTimes,18.6349,19.1531,19.5394,21.6719,23.2491,24.0287,24.4658,26.5016,27.9735,28.7372,29.1693,30.9607,32.2862,33.0539,33.5832,34.2788
Player67OnsetTimes,18.7693,19.2841,19.5630,21.5022,23.0526,23.9548,24.5272,26.6716,28.1054,28.7500,29.0843,30.8532,32.2501,33.0905,33.6440,34.3149
