Key,Value
BPM,60.0000
StartTime,10.2695
scoreCounter,32.0000
Alpha,Medium
alphaUser,0.0500
alphaAuto,0.0070
AudioGudance,1.0000
VisualGudance,1.0000
FinishTrial,1.0000
Mean Onset List,11.8948,13.7630,14.9016,15.9664,17.0191,18.0707,19.1228,20.1723,21.2196,22.2652,23.3112,24.3530,25.3977,26.4411,27.4886,28.5319,29.5839,30.6312,31.6848,32.7324,33.7685,34.8014,35.8319,36.8649,37.8888,38.9233,39.9562,40.9841,42.0110,43.0400,44.0664,45.0914
Mean Interval List,0.0000,1.0683,1.0255,1.0221,1.0220,1.0228,1.0184,1.0172,1.0155,1.0173,1.0130,1.0140,1.0130,1.0169,1.0161,1.0211,1.0162,1.0230,1.0185,1.0078,1.0009,0.9998,1.0032,0.9989,1.0005,1.0025,1.0007,1.0022,1.0001,1.0018,0.9993,1.0025
Timestamps,1.2883,2.1304,3.0845,4.1095,5.1641,6.1128,7.1753,8.2014,9.2267,10.2695,11.1561,12.1377,13.2587,14.2685,15.3380,16.4014,17.4681,18.4322,19.4587,20.4746,21.5555,22.5156,23.5805,24.6015,25.7252,26.7504,27.8983,28.8423,30.0307,30.9854,31.8250,32.7347,33.7492,34.8495,35.7941,36.8600,37.9226,38.9218,39.9854,40.9713,42.0319,43.0114,44.1005,45.1332
Player1OnsetTimes,11.7337,13.8714,15.0803,16.0588,16.9820,17.9753,19.0525,20.1776,21.2705,22.3113,23.3147,24.3215,25.3558,26.4274,27.5123,28.5626,29.5925,30.6151,31.6559,32.7131,33.7687,34.8092,35.8336,36.8600,37.8795,38.9218,39.9653,40.9914,42.0096,43.0313,44.0593,45.0929
Player2OnsetTimes,12.5191,13.5754,14.8619,16.0397,17.1074,18.0922,19.0725,20.0987,21.1722,22.2701,23.3540,24.3809,25.3945,26.4071,27.4518,28.5227,29.5925,30.6344,31.6760,32.7131,33.7492,34.7872,35.8336,36.8800,37.8997,38.9218,39.9431,40.9713,42.0096,43.0512,44.0789,45.0929
Player3OnsetTimes,11.8352,13.9681,15.0993,15.9984,16.8983,17.9147,19.0525,20.2159,21.3109,22.3321,23.3147,24.3019,25.3353,26.4071,27.4933,28.5626,29.6124,30.6344,31.6559,32.6938,33.7492,34.8092,35.8556,36.8800,37.8997,38.9218,39.9431,40.9713,42.0096,43.0512,44.0789,45.0929
Player4OnsetTimes,12.0540,13.6533,14.6266,15.7618,17.0238,18.2303,19.2748,20.2159,21.1525,22.1688,23.2561,24.3613,25.4521,26.4897,27.4933,28.5034,29.5526,30.6151,31.6965,32.7538,33.7880,34.8092,35.8336,36.8600,37.8795,38.9218,39.9653,40.9914,42.0096,43.0313,44.0593,45.0929
Player5OnsetTimes,11.9148,14.0472,15.1378,15.9788,16.8571,17.8960,19.0525,20.2159,21.3109,22.3321,23.3147,24.3019,25.3353,26.4071,27.4933,28.5626,29.6124,30.6344,31.6559,32.6938,33.7492,34.8092,35.8556,36.8800,37.8795,38.9010,39.9431,40.9914,42.0319,43.0512,44.0593,45.0741
Player6OnsetTimes,11.7140,13.8510,15.0803,16.0787,17.0032,17.9753,19.0327,20.1578,21.2705,22.3321,23.3337,24.3215,25.3558,26.4274,27.5123,28.5626,29.5925,30.6151,31.6559,32.7131,33.7687,34.8092,35.8336,36.8600,37.8795,38.9218,39.9653,40.9914,42.0096,43.0313,44.0593,45.0929
Player7OnsetTimes,12.0739,13.6717,14.6461,15.7618,17.0032,18.2106,19.2748,20.2159,21.1525,22.1688,23.2561,24.3613,25.4521,26.4897,27.4933,28.5034,29.5526,30.6151,31.6965,32.7538,33.7880,34.8092,35.8336,36.8600,37.8795,38.9218,39.9653,40.9914,42.0096,43.0313,44.0593,45.0929
Player8OnsetTimes,11.8142,13.9488,15.0993,16.0208,16.9193,17.9350,19.0525,20.1966,21.2903,22.3113,23.3147,24.3215,25.3558,26.4274,27.4933,28.5428,29.5925,30.6344,31.6760,32.7131,33.7492,34.7872,35.8336,36.8800,37.8997,38.9218,39.9431,40.9713,42.0096,43.0512,44.0789,45.0929
Player9OnsetTimes,12.1122,13.7140,14.6461,15.7416,16.9820,18.1908,19.2748,20.2349,21.1722,22.1688,23.2561,24.3613,25.4521,26.4897,27.4933,28.5034,29.5526,30.6151,31.6965,32.7538,33.7880,34.8092,35.8336,36.8600,37.8795,38.9218,39.9653,40.9914,42.0096,43.0313,44.0593,45.0929
Player10OnsetTimes,11.4160,13.5563,15.0021,16.2218,17.2109,18.0725,18.9937,20.0367,21.1722,22.3113,23.3948,24.4012,25.3945,26.4071,27.4518,28.5227,29.6124,30.6751,31.7174,32.7347,33.7492,34.7872,35.8336,36.8800,37.9226,38.9424,39.9431,40.9713,42.0096,43.0512,44.0789,45.0929
Player11OnsetTimes,11.5736,13.6930,15.0226,16.1386,17.1074,18.0334,19.0131,20.0987,21.2319,22.3321,23.3751,24.3613,25.3558,26.3869,27.4736,28.5626,29.6320,30.6556,31.6760,32.7131,33.7492,34.7872,35.8336,36.8800,37.8997,38.9218,39.9431,40.9713,42.0096,43.0512,44.0789,45.0929
Player12OnsetTimes,11.9533,13.5563,14.6077,15.8234,17.0871,18.2498,19.2557,20.1776,21.1330,22.1688,23.2752,24.4012,25.4711,26.4897,27.4933,28.5034,29.5526,30.6151,31.6965,32.7538,33.7880,34.8092,35.8336,36.8600,37.8795,38.9218,39.9653,40.9914,42.0096,43.0313,44.0593,45.0929
Player13OnsetTimes,12.3010,13.9092,14.7044,15.6394,16.8361,18.1320,19.3146,20.3144,21.2127,22.1490,23.1949,24.3215,25.4521,26.5087,27.5123,28.5034,29.5326,30.5959,31.6760,32.7538,33.7880,34.8092,35.8336,36.8600,37.8795,38.9218,39.9653,40.9914,42.0096,43.0313,44.0593,45.0929
Player14OnsetTimes,11.4936,13.6136,15.0021,16.1805,17.1698,18.0725,19.0131,20.0568,21.1930,22.3321,23.3948,24.4012,25.3945,26.4071,27.4518,28.5227,29.5925,30.6556,31.6965,32.7347,33.7687,34.8092,35.8336,36.8600,37.8795,38.9218,39.9653,40.9914,42.0096,43.0313,44.0593,45.0929
Player15OnsetTimes,11.8352,13.9681,15.0993,15.9984,16.8983,17.9147,19.0525,20.2159,21.3109,22.3321,23.3147,24.3019,25.3353,26.4071,27.4933,28.5626,29.6124,30.6344,31.6559,32.6938,33.7492,34.8092,35.8556,36.8800,37.8997,38.9218,39.9431,40.9713,42.0096,43.0512,44.0789,45.0929
Player16OnsetTimes,12.6405,13.7140,14.8232,15.9010,17.0032,18.0922,19.1545,20.1776,21.1930,22.2304,23.2946,24.3613,25.4140,26.4471,27.4736,28.5034,29.5526,30.6151,31.6965,32.7538,33.7687,34.7872,35.8135,36.8600,37.8997,38.9218,39.9431,40.9713,42.0096,43.0512,44.0789,45.0929
Player17OnsetTimes,12.3414,13.9488,14.7237,15.6394,16.8157,18.1123,19.3146,20.3357,21.2512,22.1688,23.1949,24.3019,25.4332,26.5087,27.5312,28.5227,29.5326,30.5737,31.6559,32.7538,33.8081,34.8289,35.8336,36.8393,37.8603,38.9010,39.9431,40.9914,42.0319,43.0512,44.0593,45.0741
Player18OnsetTimes,11.5515,13.6717,15.0226,16.1589,17.1275,18.0334,19.0131,20.0987,21.2319,22.3321,23.3751,24.3613,25.3558,26.3869,27.4736,28.5626,29.6320,30.6556,31.6760,32.7131,33.7492,34.7872,35.8336,36.8800,37.8997,38.9218,39.9431,40.9713,42.0096,43.0512,44.0789,45.0929
Player19OnsetTimes,11.5321,13.6533,15.0226,16.1589,17.1275,18.0334,19.0131,20.0987,21.2319,22.3321,23.3751,24.3809,25.3751,26.4071,27.4736,28.5428,29.6124,30.6556,31.6965,32.7347,33.7687,34.8092,35.8336,36.8600,37.8795,38.9218,39.9653,40.9914,42.0096,43.0313,44.0593,45.0929
Player20OnsetTimes,11.5321,13.6533,15.0226,16.1589,17.1275,18.0334,19.0131,20.0987,21.2319,22.3321,23.3751,24.3809,25.3751,26.4071,27.4736,28.5428,29.6124,30.6556,31.6965,32.7347,33.7687,34.8092,35.8336,36.8600,37.8795,38.9218,39.9653,40.9914,42.0096,43.0313,44.0593,45.0929
Player21OnsetTimes,13.5136,14.0472,14.5667,15.4018,16.6884,18.1320,19.4158,20.4148,21.2319,22.0874,23.1176,24.2808,25.4521,26.5519,27.5512,28.5034,29.4918,30.5539,31.6559,32.7538,33.8081,34.8092,35.7941,36.8162,37.8603,38.9218,39.9653,40.9914,42.0096,43.0313,44.0593,45.0929
Player22OnsetTimes,12.0333,13.6136,14.6077,15.7618,17.0238,18.2303,19.2748,20.2159,21.1525,22.1688,23.2561,24.3809,25.4711,26.4897,27.4933,28.5034,29.5526,30.6151,31.6965,32.7538,33.7880,34.8092,35.8336,36.8600,37.8795,38.9218,39.9653,40.9914,42.0096,43.0313,44.0593,45.0929
Player23OnsetTimes,11.6126,13.7516,15.0609,16.1180,17.0642,18.0139,19.0327,20.1181,21.2319,22.3113,23.3540,24.3613,25.3751,26.4071,27.4736,28.5428,29.6124,30.6556,31.6965,32.7347,33.7687,34.8092,35.8336,36.8600,37.8795,38.9218,39.9653,40.9914,42.0096,43.0313,44.0593,45.0929
Player24OnsetTimes,11.8142,13.9488,15.0993,16.0208,16.9193,17.9350,19.0525,20.1966,21.2903,22.3113,23.3147,24.3215,25.3558,26.4274,27.4933,28.5428,29.5925,30.6344,31.6760,32.7131,33.7492,34.7872,35.8336,36.8800,37.8997,38.9218,39.9431,40.9713,42.0096,43.0512,44.0789,45.0929
Player25OnsetTimes,11.4160,13.5563,15.0021,16.2218,17.2109,18.0725,18.9937,20.0367,21.1722,22.3113,23.3948,24.4012,25.3945,26.4071,27.4518,28.5227,29.6124,30.6751,31.7174,32.7347,33.7492,34.7872,35.8336,36.8800,37.9226,38.9424,39.9431,40.9713,42.0096,43.0512,44.0789,45.0929
Player26OnsetTimes,12.0739,13.6717,14.6461,15.7618,17.0032,18.2106,19.2748,20.2159,21.1525,22.1688,23.2561,24.3613,25.4521,26.4897,27.4933,28.5034,29.5526,30.6151,31.6965,32.7538,33.7880,34.8092,35.8336,36.8600,37.8795,38.9218,39.9653,40.9914,42.0096,43.0313,44.0593,45.0929
Player27OnsetTimes,11.4348,13.5563,14.9827,16.2009,17.2109,18.0922,19.0131,20.0568,21.1930,22.3321,23.3948,24.4012,25.3945,26.4071,27.4518,28.5227,29.6124,30.6751,31.7174,32.7347,33.7492,34.7872,35.8336,36.8800,37.9226,38.9424,39.9431,40.9713,42.0096,43.0512,44.0789,45.0929
Player28OnsetTimes,12.6405,13.7140,14.8232,15.9010,17.0032,18.0922,19.1545,20.1776,21.1930,22.2304,23.2946,24.3613,25.4140,26.4471,27.4736,28.5034,29.5526,30.6151,31.6965,32.7538,33.7687,34.7872,35.8135,36.8600,37.8997,38.9218,39.9431,40.9713,42.0096,43.0512,44.0789,45.0929
Player29OnsetTimes,11.8557,13.9870,15.1186,16.0208,16.9193,17.9350,19.0525,20.1966,21.2903,22.3113,23.2946,24.3019,25.3558,26.4274,27.4933,28.5428,29.5925,30.6344,31.6760,32.7131,33.7492,34.7872,35.8336,36.8800,37.8997,38.9218,39.9431,40.9713,42.0096,43.0512,44.0789,45.0929
