Key,Value
BPM,60.0000
StartTime,22.8044
scoreCounter,21.0000
Alpha,Medium
alphaUser,0.0500
alphaAuto,0.0070
AudioGudance,0.0000
VisualGudance,0.0000
FinishTrial,1.0000
Mean Onset List,24.5147,26.1426,27.2507,28.3100,29.3409,30.3673,31.3889,32.4050,33.4185,34.4247,35.4269,36.4267,37.4250,38.4254,39.4399,40.4561,41.4757,42.4984,43.5191,44.5419,45.5649
Mean Interval List,0.0000,1.0565,1.0209,1.0117,1.0077,1.0028,0.9978,0.9932,0.9873,0.9834,0.9824,0.9791,0.9830,0.9902,0.9914,0.9957,0.9983,0.9955,0.9977,0.9983,0.9928
Timestamps,14.0176,14.9043,15.8955,16.8969,17.9071,18.9033,19.9250,20.8504,21.8317,22.8044,23.7329,24.6682,25.6431,26.5575,27.4805,28.4599,29.3927,30.3202,31.2502,32.1483,33.0843,34.0706,35.0075,36.0867,37.2287,38.2542,39.3550,40.4223,41.3871,42.4535,43.4866,44.3991,45.4255
Player1OnsetTimes,25.8517,26.3705,26.8897,27.7444,29.0255,30.4573,31.7069,32.6540,33.4260,34.2408,35.2212,36.3535,37.4972,38.5420,39.4956,40.4223,41.4029,42.4365,43.5028,44.5578,45.5924
Player2OnsetTimes,25.4297,25.9516,26.7645,27.9382,29.3194,30.6164,31.6587,32.4968,33.3046,34.2408,35.3227,36.4499,37.5205,38.5036,39.4493,40.4050,41.4186,42.4709,43.5347,44.5735,45.5769
Player3OnsetTimes,24.3309,25.8909,27.0956,28.3210,29.4681,30.4933,31.4307,32.3542,33.3396,34.3862,35.4539,36.4868,37.4733,38.4323,39.4183,40.4379,41.4752,42.5198,43.5509,44.5578,45.5613
Player4OnsetTimes,24.2940,26.3705,27.6047,28.4829,29.2575,30.1512,31.2259,32.3904,33.5250,34.5447,35.4665,36.3773,37.3477,38.3843,39.4493,40.4856,41.4913,42.4872,43.5028,44.5259,45.5613
Player5OnsetTimes,24.3422,25.9031,27.1077,28.3210,29.4553,30.4816,31.4180,32.3542,33.3524,34.3991,35.4539,36.4739,37.4549,38.4205,39.4183,40.4379,41.4752,42.5198,43.5509,44.5578,45.5613
Player6OnsetTimes,24.0124,26.0882,27.5292,28.6097,29.4423,30.2474,31.1983,32.3061,33.4624,34.5447,35.5154,36.4259,37.3597,38.3605,39.4183,40.4856,41.5240,42.5198,43.5028,44.5099,45.5453
Player7OnsetTimes,24.0606,26.1384,27.5408,28.5860,29.4055,30.2358,31.2107,32.3180,33.4624,34.5290,35.5036,36.4259,37.3715,38.3726,39.4183,40.4692,41.5085,42.5198,43.5190,44.5259,45.5613
Player8OnsetTimes,24.0973,26.1765,27.5533,28.5738,29.3927,30.2240,31.2107,32.3295,33.4737,34.5290,35.4918,36.4135,37.3597,38.3726,39.4338,40.4856,41.5085,42.5037,43.5028,44.5259,45.5613
Player9OnsetTimes,24.9815,26.0236,26.7527,27.8788,29.2698,30.6164,31.6954,32.5362,33.3276,34.2408,35.3098,36.4499,37.5329,38.5169,39.4493,40.4050,41.4186,42.4872,43.5509,44.5968,45.5924
Player10OnsetTimes,24.5628,26.1128,27.1574,28.2221,29.3194,30.4088,31.4424,32.4265,33.4012,34.3862,35.4064,36.4376,37.4549,38.4444,39.4338,40.4379,41.4583,42.4872,43.5190,44.5578,45.5769
Player11OnsetTimes,24.1700,26.2497,27.5776,28.5484,29.3427,30.1883,31.2107,32.3542,33.4977,34.5447,35.4918,36.4008,37.3477,38.3605,39.4338,40.5015,41.5240,42.5198,43.5028,44.5099,45.5453
Player12OnsetTimes,24.1100,26.1887,27.5651,28.5738,29.3790,30.2123,31.1983,32.3295,33.4737,34.5290,35.4918,36.4135,37.3597,38.3726,39.4338,40.4856,41.5085,42.5037,43.5028,44.5259,45.5613
Player13OnsetTimes,23.9508,26.0236,27.5164,28.6460,29.4936,30.2841,31.1983,32.2707,33.4260,34.5290,35.5267,36.4499,37.3715,38.3605,39.4183,40.4856,41.5240,42.5198,43.5028,44.5099,45.5453
Player14OnsetTimes,24.2460,26.3109,27.5776,28.4952,29.2820,30.1763,31.2374,32.3904,33.5125,34.5290,35.4665,36.3886,37.3597,38.3843,39.4493,40.5015,41.5085,42.5037,43.5028,44.5259,45.5613
Player15OnsetTimes,24.3935,25.9516,27.1203,28.2968,29.4302,30.4692,31.4307,32.3777,33.3648,34.3991,35.4420,36.4619,37.4549,38.4323,39.4338,40.4536,41.4752,42.5037,43.5190,44.5420,45.5613
Player16OnsetTimes,23.9508,26.0236,27.5164,28.6460,29.4936,30.2841,31.1983,32.2707,33.4260,34.5290,35.5267,36.4499,37.3715,38.3605,39.4183,40.4856,41.5240,42.5198,43.5028,44.5099,45.5453
Player17OnsetTimes,24.0726,26.1505,27.5533,28.5860,29.4055,30.2358,31.2107,32.3180,33.4624,34.5290,35.5036,36.4259,37.3715,38.3726,39.4183,40.4692,41.5085,42.5198,43.5190,44.5259,45.5613
Player18OnsetTimes,24.5628,26.1128,27.1574,28.2221,29.3194,30.4088,31.4424,32.4265,33.4012,34.3862,35.4064,36.4376,37.4549,38.4444,39.4338,40.4379,41.4583,42.4872,43.5190,44.5578,45.5769
Player19OnsetTimes,24.9004,25.9399,26.7292,27.9151,29.3194,30.6410,31.6829,32.5118,33.3161,34.2408,35.3227,36.4619,37.5448,38.5294,39.4650,40.4050,41.4029,42.4709,43.5509,44.5968,45.5924
Player20OnsetTimes,25.6939,26.2134,26.6332,28.5982,30.0639,30.8777,31.3585,31.9861,32.9993,34.2890,35.5852,36.6701,37.5448,38.3488,39.2578,40.3087,41.4583,42.5692,43.5832,44.5420,45.5073
Player21OnsetTimes,23.9754,26.0479,27.5164,28.6343,29.4802,30.2718,31.1983,32.2825,33.4377,34.5290,35.5154,36.4376,37.3715,38.3605,39.4183,40.4856,41.5240,42.5198,43.5028,44.5099,45.5453
Player22OnsetTimes,24.9004,25.9399,26.7292,27.9151,29.3194,30.6410,31.6829,32.5118,33.3161,34.2408,35.3227,36.4619,37.5448,38.5294,39.4650,40.4050,41.4029,42.4709,43.5509,44.5968,45.5924
Player23OnsetTimes,24.0973,26.1765,27.5533,28.5738,29.3927,30.2240,31.2107,32.3295,33.4737,34.5290,35.4918,36.4135,37.3597,38.3726,39.4338,40.4856,41.5085,42.5037,43.5028,44.5259,45.5613
Player24OnsetTimes,25.0653,26.1000,26.7763,27.8429,29.2196,30.5920,31.7069,32.5600,33.3396,34.2290,35.2849,36.4259,37.5329,38.5420,39.4807,40.4223,41.4186,42.4709,43.5347,44.5735,45.5924
Player25OnsetTimes,25.8394,26.3587,26.8774,27.7444,29.0377,30.4692,31.7069,32.6429,33.4122,34.2408,35.2330,36.3656,37.4972,38.5420,39.4956,40.4223,41.4029,42.4365,43.5028,44.5578,45.5924
Player26OnsetTimes,24.5329,26.0882,27.1445,28.2221,29.3313,30.4206,31.4553,32.4383,33.4012,34.3862,35.4064,36.4376,37.4549,38.4444,39.4338,40.4379,41.4583,42.5037,43.5347,44.5578,45.5769
