Key,Value
BPM,120.0000
StartTime,6.6125
scoreCounter,13.0000
Alpha,High
alphaUser,0.1000
alphaAuto,0.0030
AudioGudance,1.0000
VisualGudance,1.0000
FinishTrial,1.0000
Mean Onset List,8.2585,10.0589,10.7527,11.3349,11.8524,12.3678,12.8819,13.4009,13.9206,14.4405,14.9635,15.4897,16.0086
Mean Interval List,0.0000,0.6435,0.5173,0.4991,0.4965,0.4956,0.4999,0.4992,0.5001,0.5014,0.5038,0.5003,0.4977
Player1OnsetTimes,1.9697,2.5160,3.0292,3.5861,4.1094,4.6264,5.1409,5.6376,6.1441,6.6125,7.0381,7.5659,8.1255,8.6309,9.1663,9.6918,10.2299,10.7418,11.2986,11.8069,12.3654,12.8725,13.4005,13.9329,14.4765,14.9651,15.4654,15.9592
Player2OnsetTimes,8.1255,10.2146,10.9361,11.4174,11.8586,12.3391,12.8454,13.3733,13.9044,14.4370,14.9651,15.4936,16.0113
Player3OnsetTimes,7.8681,9.9584,10.7798,11.3649,11.8716,12.3778,12.8854,13.4005,13.9182,14.4370,14.9651,15.4936,16.0113
Player4OnsetTimes,7.8839,9.9768,10.7932,11.3649,11.8716,12.3778,12.8854,13.4005,13.9182,14.4370,14.9651,15.4936,16.0113
Player5OnsetTimes,7.9520,10.0510,10.8323,11.3797,11.8716,12.3778,12.8854,13.4005,13.9182,14.4370,14.9651,15.4936,16.0113
Player6OnsetTimes,8.1765,10.2683,10.9641,11.4174,11.8457,12.3266,12.8454,13.3733,13.9044,14.4370,14.9651,15.4936,16.0113
Player7OnsetTimes,7.9230,10.0189,10.8189,11.3797,11.8716,12.3778,12.8854,13.4005,13.9182,14.4370,14.9651,15.4936,16.0113
Player8OnsetTimes,8.8898,9.9310,10.3475,11.5239,12.1935,12.6394,13.0138,13.4120,13.8653,14.3719,14.9117,15.4517,15.9848
Player9OnsetTimes,8.0051,10.0924,10.8584,11.3797,11.8586,12.3517,12.8725,13.4005,13.9182,14.4370,14.9651,15.4936,16.0113
Player10OnsetTimes,8.1645,10.2550,10.9499,11.4048,11.8457,12.3266,12.8454,13.3733,13.9044,14.4370,14.9651,15.4936,16.0113
Player11OnsetTimes,7.7860,9.8725,10.7277,11.3385,11.8716,12.3900,12.8981,13.4120,13.9329,14.4501,14.9785,15.5074,16.0234
Player12OnsetTimes,7.9654,10.0649,10.8452,11.3797,11.8586,12.3654,12.8854,13.4120,13.9329,14.4501,14.9651,15.4936,16.0113
Player13OnsetTimes,8.0303,10.1063,10.8584,11.3797,11.8586,12.3517,12.8585,13.3864,13.9182,14.4501,14.9785,15.5074,16.0234
Player14OnsetTimes,8.6309,10.1885,10.7020,11.1859,11.7166,12.2876,12.8585,13.4120,13.9462,14.4632,14.9785,15.4936,16.0113
Player15OnsetTimes,7.8309,9.9167,10.7543,11.3517,11.8716,12.3900,12.8981,13.4120,13.9329,14.4501,14.9785,15.5074,16.0234
Player16OnsetTimes,8.0051,10.0924,10.8584,11.3797,11.8586,12.3517,12.8725,13.4005,13.9182,14.4370,14.9651,15.4936,16.0113
Player17OnsetTimes,8.9029,9.9447,10.3475,11.4970,12.1673,12.6130,13.0014,13.4120,13.8778,14.3854,14.9117,15.4517,15.9848
Player18OnsetTimes,7.9924,10.0788,10.8452,11.3797,11.8586,12.3517,12.8725,13.4005,13.9329,14.4501,14.9651,15.4936,16.0113
Player19OnsetTimes,8.0176,10.0924,10.8452,11.3649,11.8457,12.3517,12.8725,13.4005,13.9329,14.4501,14.9651,15.4936,16.0113
Player20OnsetTimes,8.2912,9.8585,10.5059,11.1189,11.7410,12.3517,12.9103,13.4382,13.9598,14.4765,14.9916,15.5074,16.0234
Player21OnsetTimes,8.7881,9.8302,10.7277,11.3517,11.8716,12.3778,12.8854,13.4005,13.9182,14.4370,14.9507,15.4778,15.9980
Player22OnsetTimes,8.3033,9.8725,10.5182,11.1315,11.7410,12.3391,12.8981,13.4382,13.9598,14.4765,14.9916,15.5074,16.0234
Player23OnsetTimes,8.2135,10.3073,10.9922,11.4301,11.8457,12.3133,12.8204,13.3607,13.9044,14.4370,14.9651,15.4936,16.0113
Player24OnsetTimes,7.8179,9.9023,10.7418,11.3517,11.8844,12.4045,12.9103,13.4253,13.9462,14.4632,14.9785,15.4936,16.0113
Player25OnsetTimes,7.9654,10.0649,10.8452,11.3797,11.8586,12.3654,12.8854,13.4120,13.9329,14.4501,14.9651,15.4936,16.0113
Player26OnsetTimes,7.8435,9.9310,10.7543,11.3517,11.8716,12.3900,12.8981,13.4120,13.9329,14.4501,14.9785,15.5074,16.0234
Player27OnsetTimes,8.3556,9.9167,10.5453,11.1315,11.7288,12.3266,12.8981,13.4382,13.9598,14.4765,14.9916,15.5074,16.0234
Player28OnsetTimes,8.3556,9.9167,10.5453,11.1315,11.7288,12.3266,12.8981,13.4382,13.9598,14.4765,14.9916,15.5074,16.0234
Player29OnsetTimes,9.2200,10.2683,10.5453,11.4301,12.0241,12.4948,12.9365,13.4005,13.8778,14.3854,14.9117,15.4392,15.9722
Player30OnsetTimes,7.8839,9.9768,10.7932,11.3649,11.8716,12.3778,12.8854,13.4005,13.9182,14.4370,14.9651,15.4936,16.0113
Player31OnsetTimes,7.9794,10.0649,10.8452,11.3797,11.8586,12.3517,12.8725,13.4005,13.9329,14.4501,14.9651,15.4936,16.0113
Player32OnsetTimes,9.0344,10.0788,10.4273,11.4708,12.1155,12.5738,12.9749,13.4005,13.8778,14.3854,14.9117,15.4517,15.9848
Player33OnsetTimes,9.3750,9.9023,10.3346,11.5105,12.1807,12.6256,13.0014,13.4120,13.8653,14.3596,14.8850,15.4261,15.9592
Player34OnsetTimes,7.9387,10.0326,10.8189,11.3649,11.8586,12.3654,12.8854,13.4120,13.9329,14.4501,14.9651,15.4936,16.0113
Player35OnsetTimes,7.7713,9.8585,10.7152,11.3385,11.8844,12.4045,12.9103,13.4253,13.9462,14.4632,14.9785,15.5074,16.0234
Player36OnsetTimes,8.2912,9.8585,10.5059,11.1189,11.7410,12.3517,12.9103,13.4382,13.9598,14.4765,14.9916,15.5074,16.0234
Player37OnsetTimes,8.3434,9.9167,10.5453,11.1315,11.7288,12.3266,12.8981,13.4382,13.9598,14.4765,14.9916,15.5074,16.0234
Player38OnsetTimes,8.2015,10.2939,10.9774,11.4174,11.8457,12.3266,12.8328,13.3607,13.8917,14.4243,14.9507,15.4778,15.9980
Player39OnsetTimes,8.7621,10.3201,10.7798,11.2132,11.7166,12.2744,12.8328,13.3864,13.9182,14.4370,14.9507,15.4778,15.9980
Player40OnsetTimes,9.0981,10.1335,10.4669,11.4569,12.0770,12.5338,12.9497,13.4005,13.8778,14.3854,14.9117,15.4392,15.9722
Player41OnsetTimes,8.2792,9.8441,10.4930,11.1189,11.7410,12.3517,12.9233,13.4506,13.9598,14.4632,14.9785,15.5074,16.0234
Player42OnsetTimes,7.8839,9.9768,10.7932,11.3649,11.8716,12.3778,12.8854,13.4005,13.9182,14.4370,14.9651,15.4936,16.0113
Player43OnsetTimes,9.7304,10.2550,10.7798,11.2288,11.7166,12.2618,12.8204,13.3607,13.8917,14.4112,14.9384,15.4654,15.9848
Player44OnsetTimes,7.8179,9.9023,10.7418,11.3517,11.8844,12.4045,12.9103,13.4253,13.9462,14.4632,14.9785,15.4936,16.0113
Player45OnsetTimes,8.9689,10.0189,10.4011,11.4970,12.1538,12.5996,12.9878,13.4120,13.8778,14.3854,14.9117,15.4517,15.9848
Player46OnsetTimes,8.0993,10.1754,10.9074,11.4048,11.8586,12.3391,12.8454,13.3733,13.9044,14.4370,14.9651,15.4936,16.0113
Player47OnsetTimes,8.1645,10.2550,10.9499,11.4048,11.8457,12.3266,12.8454,13.3733,13.9044,14.4370,14.9651,15.4936,16.0113
Player48OnsetTimes,8.3309,9.9023,10.5319,11.1315,11.7410,12.3391,12.8981,13.4382,13.9598,14.4765,14.9916,15.5074,16.0234
Player49OnsetTimes,7.9230,10.0189,10.8189,11.3797,11.8716,12.3778,12.8854,13.4005,13.9182,14.4370,14.9651,15.4936,16.0113
Player50OnsetTimes,7.8681,9.9584,10.7798,11.3649,11.8716,12.3778,12.8854,13.4005,13.9182,14.4370,14.9651,15.4936,16.0113
Player51OnsetTimes,7.7342,9.8168,10.6895,11.3250,11.8716,12.4045,12.9233,13.4382,13.9462,14.4632,14.9785,15.5074,16.0234
Player52OnsetTimes,9.7173,10.2427,10.7666,11.2132,11.7166,12.2618,12.8204,13.3733,13.9044,14.4243,14.9384,15.4517,15.9722
Player53OnsetTimes,8.0872,10.1612,10.9074,11.4048,11.8586,12.3391,12.8454,13.3733,13.9044,14.4370,14.9651,15.4936,16.0113
Player54OnsetTimes,7.7342,9.8168,10.6895,11.3250,11.8716,12.4045,12.9233,13.4382,13.9462,14.4632,14.9785,15.5074,16.0234
Player55OnsetTimes,8.1765,10.2683,10.9641,11.4174,11.8457,12.3266,12.8454,13.3733,13.9044,14.4370,14.9651,15.4936,16.0113
Player56OnsetTimes,7.8179,9.9023,10.7418,11.3517,11.8844,12.4045,12.9103,13.4253,13.9462,14.4632,14.9785,15.4936,16.0113
Player57OnsetTimes,8.5127,10.0788,10.6376,11.1583,11.7166,12.3003,12.8725,13.4253,13.9462,14.4632,14.9785,15.4936,16.0113
Player58OnsetTimes,8.4457,10.0189,10.6125,11.1583,11.7288,12.3133,12.8854,13.4253,13.9462,14.4632,14.9785,15.4936,16.0113
Player59OnsetTimes,9.7714,10.2939,10.8189,11.2430,11.7166,12.2467,12.7951,13.3486,13.8917,14.4243,14.9384,15.4517,15.9722
Player60OnsetTimes,7.8839,9.9768,10.7932,11.3649,11.8716,12.3778,12.8854,13.4005,13.9182,14.4370,14.9651,15.4936,16.0113
Player61OnsetTimes,8.5778,10.1335,10.6765,11.1859,11.7288,12.3003,12.8585,13.4005,13.9329,14.4501,14.9651,15.4778,15.9980
Player62OnsetTimes,7.7860,9.8725,10.7277,11.3385,11.8716,12.3900,12.8981,13.4120,13.9329,14.4501,14.9785,15.5074,16.0234
Player63OnsetTimes,7.7470,9.8302,10.7020,11.3385,11.8844,12.4045,12.9103,13.4253,13.9462,14.4632,14.9785,15.5074,16.0234
Player64OnsetTimes,8.2260,10.3073,10.9774,11.4174,11.8457,12.3266,12.8328,13.3607,13.8917,14.4243,14.9507,15.4778,15.9980
Player65OnsetTimes,8.1255,10.2146,10.9361,11.4174,11.8586,12.3391,12.8454,13.3733,13.9044,14.4370,14.9651,15.4936,16.0113
Player66OnsetTimes,7.8435,9.9310,10.7543,11.3517,11.8716,12.3900,12.8981,13.4120,13.9329,14.4501,14.9785,15.5074,16.0234
Player67OnsetTimes,7.8839,9.9768,10.7932,11.3649,11.8716,12.3778,12.8854,13.4005,13.9182,14.4370,14.9651,15.4936,16.0113
Player68OnsetTimes,8.5378,10.0924,10.6496,11.1719,11.7288,12.3133,12.8725,13.4120,13.9329,14.4501,14.9651,15.4936,16.0113
Player69OnsetTimes,8.1117,10.1885,10.9223,11.4048,11.8586,12.3391,12.8454,13.3733,13.9044,14.4370,14.9651,15.4936,16.0113
Player70OnsetTimes,8.8644,9.9167,10.3346,11.5105,12.1935,12.6394,13.0138,13.4120,13.8653,14.3719,14.9117,15.4517,15.9848
Player71OnsetTimes,8.6570,10.2299,10.7277,11.2000,11.7288,12.2876,12.8454,13.4005,13.9329,14.4501,14.9651,15.4778,15.9980
Player72OnsetTimes,8.1892,10.2810,10.9774,11.4301,11.8586,12.3391,12.8454,13.3733,13.9044,14.4370,14.9651,15.4936,16.0113
Player73OnsetTimes,7.8839,9.9768,10.7932,11.3649,11.8716,12.3778,12.8854,13.4005,13.9182,14.4370,14.9651,15.4936,16.0113
Player74OnsetTimes,7.8022,9.8875,10.7277,11.3385,11.8716,12.3900,12.8981,13.4120,13.9329,14.4501,14.9785,15.5074,16.0234
