Key,Value
BPM,60.0000
StartTime,11.2362
scoreCounter,12.0000
Alpha,Medium
alphaUser,0.0500
alphaAuto,0.0070
AudioGudance,1.0000
VisualGudance,1.0000
FinishTrial,1.0000
Mean Onset List,12.9265,14.8331,15.9339,17.1169,18.1563,19.8997,21.1915,22.2710,24.0470,25.3003,26.3795,27.9915
Mean Interval List,0.0000,1.0654,1.0189,1.0203,1.0127,1.0108,1.0259,1.0148,1.0116,1.0237,1.0140,1.0125
Timestamps,1.8186,2.6560,3.4040,4.3724,5.2619,7.3024,8.4182,9.3284,10.2914,11.2362,12.2679,13.2015,14.2320,15.2069,16.3357,17.3664,18.3679,19.3647,20.4125,21.4809,22.4957,23.5265,24.5130,25.5727,26.6196,27.7004,28.7513
Player1OnsetTimes,14.5451,15.0599,15.5786,17.2936,18.5723,19.4623,20.8784,22.2215,23.4657,25.5727,27.0284,27.8568,28.9551
Player2OnsetTimes,12.6030,14.6680,15.9835,17.1501,18.1633,20.1819,21.2051,22.0500,24.0999,25.2971,26.3040,28.3831
Player3OnsetTimes,13.2602,14.8177,15.6620,16.7079,17.9464,19.2803,21.6634,23.1629,23.8566,25.0013,26.1839,27.4367
Player4OnsetTimes,13.9301,14.9632,15.3172,17.1854,18.6690,19.6439,20.9395,22.1599,23.3701,25.5847,27.1134,27.9406,28.9189
Player5OnsetTimes,12.9276,14.9888,16.0681,16.9945,17.9340,20.1671,21.3603,22.2091,24.0243,25.0953,26.1485,28.5025
Player6OnsetTimes,12.6276,14.6921,15.9954,17.1379,18.1376,20.1819,21.2290,22.0747,24.0869,25.2615,26.2796,28.4070
Player7OnsetTimes,12.6512,14.7162,15.9954,17.1259,18.1256,20.1819,21.2413,22.0870,24.0869,25.2494,26.2678,28.4070
Player8OnsetTimes,12.9634,15.0367,16.0925,16.9826,17.8985,20.1531,21.3724,22.2334,24.0365,25.0827,26.1247,28.5025
Player9OnsetTimes,12.6152,14.6801,15.9954,17.1501,18.1505,20.1819,21.2171,22.0617,24.0999,25.2855,26.2917,28.3831
Player10OnsetTimes,12.7461,14.8177,16.0327,17.0783,18.0413,20.1671,21.2776,22.1238,24.0626,25.2005,26.2315,28.4433
Player11OnsetTimes,12.5324,14.6081,15.9835,17.1854,18.1990,20.1819,21.1805,22.0262,24.1124,25.3207,26.3160,28.3591,29.4389
Player12OnsetTimes,12.6152,14.6801,15.9954,17.1501,18.1505,20.1819,21.2171,22.0617,24.0999,25.2855,26.2917,28.3831
Player13OnsetTimes,12.7816,14.8534,16.0447,17.0661,18.0292,20.1671,21.2889,22.1356,24.0626,25.1888,26.2197,28.4433
Player14OnsetTimes,12.5916,14.6565,15.9835,17.1501,18.1633,20.1819,21.2051,22.0500,24.0999,25.2971,26.3040,28.3831
Player15OnsetTimes,12.7103,14.7756,16.0202,17.1016,18.0779,20.1671,21.2534,22.0988,24.0740,25.2251,26.2434,28.4191
Player16OnsetTimes,13.5098,15.0599,15.7210,16.5885,17.7775,20.6046,21.9036,22.4358,23.4537,25.2494,26.7151,27.7722,29.3275
Player17OnsetTimes,12.4011,14.9761,16.4435,17.3782,18.0533,19.7397,20.8427,22.0018,24.5846,25.8117,26.4621,27.7722
Player18OnsetTimes,12.6632,14.7277,16.0079,17.1259,18.1136,20.1671,21.2290,22.0870,24.0999,25.2615,26.2678,28.3950
Player19OnsetTimes,12.5082,14.5846,15.9712,17.1972,18.2108,20.1671,21.1669,22.0262,24.1250,25.3323,26.3160,28.3346,29.4112
Player20OnsetTimes,13.3207,14.8787,15.6744,16.6719,17.8985,19.2542,21.6872,23.2103,23.8918,24.9304,26.0769,27.3768
Player21OnsetTimes,12.4494,15.0367,16.4672,17.3664,18.0168,19.7030,20.8305,22.0138,24.5969,25.8117,26.4500,27.7599
Player22OnsetTimes,12.8670,14.9391,16.0681,17.0309,17.9697,20.1531,21.3126,22.1715,24.0626,25.1656,26.1957,28.4549
Player23OnsetTimes,13.3207,14.8787,15.6744,16.6719,17.8985,19.2542,21.6872,23.2103,23.8918,24.9304,26.0769,27.3768
Player24OnsetTimes,13.0824,14.6319,15.6019,16.7798,18.0652,19.3521,21.5664,23.0155,23.7844,24.7771,26.0178,27.4367
Player25OnsetTimes,12.7461,14.8177,16.0327,17.0783,18.0413,20.1671,21.2776,22.1238,24.0626,25.2005,26.2315,28.4433
Player26OnsetTimes,12.7816,14.8534,16.0447,17.0661,18.0292,20.1671,21.2889,22.1356,24.0626,25.1888,26.2197,28.4433
Player27OnsetTimes,13.1658,14.7162,15.6259,16.7438,18.0050,19.3162,21.6152,23.0889,23.8206,24.7057,25.9087,27.3768,28.7632
Player28OnsetTimes,12.7935,14.8667,16.0447,17.0544,18.0168,20.1671,21.3008,22.1480,24.0495,25.1656,26.2078,28.4666
Player29OnsetTimes,12.6152,14.6801,15.9954,17.1501,18.1505,20.1819,21.2171,22.0617,24.0999,25.2855,26.2917,28.3831
Player30OnsetTimes,14.2450,14.7635,15.2439,17.4024,18.9320,19.7524,20.6708,22.9439,24.3446,24.8721,26.4863,27.8086,28.7513
Player31OnsetTimes,12.8055,14.8787,16.0447,17.0544,18.0168,20.1671,21.3008,22.1480,24.0495,25.1656,26.2078,28.4666
Player32OnsetTimes,13.7860,14.8298,15.2812,17.3414,18.8488,19.7154,20.7570,21.9290,24.6090,25.8831,26.5105,27.7123
Player33OnsetTimes,13.9913,15.0247,15.3291,17.1016,18.5723,19.6072,21.0593,22.3053,23.4295,25.4272,26.9089,27.8450,29.1366
Player34OnsetTimes,12.6152,14.6801,15.9954,17.1501,18.1505,20.1819,21.2171,22.0617,24.0999,25.2855,26.2917,28.3831
Player35OnsetTimes,12.4011,14.9761,16.4435,17.3782,18.0533,19.7397,20.8427,22.0018,24.5846,25.8117,26.4621,27.7722
Player36OnsetTimes,12.8055,14.8787,16.0447,17.0544,18.0168,20.1671,21.3008,22.1480,24.0495,25.1656,26.2078,28.4666
Player37OnsetTimes,12.5799,14.6442,15.9835,17.1617,18.1753,20.1819,21.2051,22.0500,24.0999,25.2971,26.3040,28.3831
Player38OnsetTimes,13.2368,14.7878,15.6496,16.7199,17.9581,19.2803,21.6382,23.1373,23.8566,24.6584,27.0168,28.5146,29.0883
Player39OnsetTimes,12.9276,14.9888,16.0681,16.9945,17.9340,20.1671,21.3603,22.2091,24.0243,25.0953,26.1485,28.5025
Player40OnsetTimes,12.4258,15.0006,16.4553,17.3782,18.0413,19.7271,20.8305,22.0018,24.5846,25.8117,26.4621,27.7722
Player41OnsetTimes,13.8217,14.8667,15.2931,17.3055,18.8009,19.6915,20.8069,21.9897,24.5969,25.8234,26.4621,27.7481
Player42OnsetTimes,12.9391,15.0006,16.0801,16.9945,17.9222,20.1671,21.3603,22.2091,24.0243,25.0953,26.1485,28.5025
Player43OnsetTimes,12.9993,15.0738,16.1044,16.9707,17.8863,20.1531,21.3724,22.2334,24.0243,25.0715,26.1247,28.5146
Player44OnsetTimes,12.7343,14.8029,16.0327,17.0902,18.0533,20.1531,21.2534,22.1114,24.0869,25.2371,26.2555,28.4191
Player45OnsetTimes,12.4136,14.9888,16.4435,17.3664,18.0413,19.7271,20.8305,22.0018,24.5846,25.8117,26.4621,27.7846,28.7513
Player46OnsetTimes,12.4258,15.0006,16.4553,17.3782,18.0413,19.7271,20.8305,22.0018,24.5846,25.8117,26.4621,27.7722
Player47OnsetTimes,12.7103,14.7756,16.0202,17.1016,18.0779,20.1671,21.2534,22.0988,24.0740,25.2251,26.2434,28.4191
Player48OnsetTimes,13.4514,15.0006,15.6974,16.6131,17.8149,20.6170,21.8920,22.4116,23.4537,25.2855,26.7510,27.7846,29.2910
Player49OnsetTimes,12.4494,15.0367,16.4672,17.3664,18.0168,19.7030,20.8305,22.0138,24.5969,25.8117,26.4500,27.7599
Player50OnsetTimes,13.4038,14.9513,15.6857,16.6362,17.8509,19.2302,21.7358,23.2701,23.9153,24.8245,25.9574,28.7245
Player51OnsetTimes,12.8553,14.9268,16.0563,17.0309,17.9811,20.1671,21.3244,22.1715,24.0365,25.1308,26.1720,28.4795
Player52OnsetTimes,13.1769,14.7277,15.6259,16.7320,17.9929,19.3042,21.6152,23.1009,23.8321,24.6935,25.8967,27.3768,28.7632
Player53OnsetTimes,14.5575,15.0738,15.5898,17.2813,18.5483,19.4381,20.8910,22.2579,23.4897,25.5361,26.9695,27.8207,28.9918
Player54OnsetTimes,13.9301,14.9632,15.3172,17.1854,18.6690,19.6439,20.9395,22.1599,23.3701,25.5847,27.1134,27.9406,28.9189
Player55OnsetTimes,12.6751,14.7395,16.0079,17.1134,18.1018,20.1819,21.2534,22.0988,24.0740,25.2251,26.2434,28.4191
Player56OnsetTimes,12.5799,14.6442,15.9835,17.1617,18.1753,20.1819,21.2051,22.0500,24.0999,25.2971,26.3040,27.3401
Player57OnsetTimes,13.5456,14.5846,15.2207,17.6452,19.2037,19.8507,20.6444,22.7760,24.2006,24.8600,26.6914,28.0358,28.8237
Player58OnsetTimes,13.7377,14.7756,15.2692,17.4139,18.9320,19.7397,20.6573,22.9552,24.3684,24.8950,26.4863,27.7965,28.7367
Player59OnsetTimes,13.4161,14.9632,15.6857,16.6244,17.8387,19.2302,21.7591,23.2937,23.9279,24.7890,25.9087,28.7245
Player60OnsetTimes,13.1181,14.6680,15.6139,16.7683,18.0413,19.3279,21.5784,23.0522,23.8206,24.7537,25.9574,27.3888,28.7367
