Key,Value
BPM,60.0000
StartTime,0.0000
Alpha,High
alphaUser,0.1000
alphaAuto,0.0030
AudioGudance,1.0000
VisualGudance,0.0000
FinishTrial,1.0000
Mean Onset List,9.1669,11.2239,12.3967,13.4137,14.4643,15.4671,16.4698,17.4790,18.4988,19.4748,20.4884,21.5017,22.5023,23.4985,24.5785,25.6365,26.6706,27.6959,28.7258,29.7616,30.7888,31.8158,32.8383,33.8655,34.9037,35.9368,36.9573,37.9791
Mean Interval List,0.0000,1.1553,0.9981,1.0327,0.9850,0.9824,0.9924,1.0019,0.9573,0.9957,0.9940,0.9836,0.9786,1.0621,1.0397,1.0154,1.0059,1.0069,1.0139,1.0096,1.0083,1.0057,1.0097,1.0141,1.0069,0.9993,0.9959,1.0043
Timestamps,3.0058,3.4348,3.9224,4.4147,4.9270,5.4121,5.9153,6.4361,6.9821,7.4940,7.9018,8.5313,9.0877,9.6533,10.1917,10.7182,11.2030,11.7050,12.2260,12.7215,13.2616,13.7734,14.2865,14.8470,15.3894,16.0043,16.4872,17.0505,17.6432,18.4551,19.4140,20.3235,21.2869,23.1222,23.8943,24.7304,25.6935,26.7374,27.8328,28.8192,29.8421,30.8436,31.9109,32.9765,33.9324,34.8944,35.8933,36.9977,37.9684
