Key,Value
BPM,60.0000
StartTime,11.3890
scoreCounter,40.0000
Alpha,Low
alphaUser,0.0100
alphaAuto,0.0090
AudioGudance,1.0000
VisualGudance,1.0000
FinishTrial,1.0000
Mean Onset List,13.0067,14.9562,16.0709,17.2225,18.2517,19.3650,20.3940,21.4432,22.4707,23.4984,24.5279,25.5547,26.5814,27.6098,28.6385,29.6658,30.6929,31.7186,32.7447,33.7729,34.8025,35.8284,36.8538,37.8809,38.9084,39.9358,40.9605,41.9862,43.0146,44.0422,45.0702,46.0978,47.1283,48.1568,49.1864,50.2089,51.2388,52.2640,53.2902,54.3214
Mean Interval List,0.0000,1.0144,1.0057,1.0046,1.0032,1.0028,1.0014,1.0018,1.0015,1.0014,1.0015,1.0018,1.0024,1.0026,1.0019,1.0008,1.0019,1.0013,1.0017,1.0011,1.0004,1.0012,1.0011,1.0010,1.0012,1.0002,1.0011,1.0007,1.0012,1.0009,1.0017,1.0014,1.0010,1.0007,1.0005,1.0000,1.0007,1.0000,1.0006,1.0002
Player1OnsetTimes,3.0637,3.5589,4.2765,5.2665,6.2655,7.3229,8.5051,9.4354,10.4175,11.3890,12.2912,13.3765,14.4306,15.5032,16.5072,17.5109,18.4982,19.4733,20.5447,21.5624,22.5744,23.6095,24.6746,25.7590,26.8002,27.7616,28.6792,29.8145,30.7737,31.8442,32.8067,33.7643,34.8723,35.8908,36.9037,37.9478,38.8785,39.9938,40.9773,42.0512,43.0557,44.1626,45.1555,46.1437,47.1450,48.1515,49.1361,50.2207,51.1853,52.2739,53.2612,54.2316
Player2OnsetTimes,12.7777,14.8909,16.1291,17.2280,18.2024,19.2356,20.3164,21.4557,22.5563,23.5767,24.5335,25.5011,26.5235,27.6023,28.6792,29.7099,30.7035,31.6879,32.7016,33.7643,34.8364,35.8727,36.8673,37.8597,38.8785,39.9226,40.9773,42.0171,43.0354,44.0432,45.0492,46.0715,47.1242,48.1869,49.2249,50.2207,51.2221,52.2349,53.2779,54.3414
Player3OnsetTimes,12.5907,15.2208,16.6285,17.4373,17.9820,19.6412,20.8996,21.6851,22.2646,23.0685,24.2681,25.6716,26.9225,27.8493,28.5752,29.3833,30.4604,31.7224,32.9487,33.9703,34.8193,35.6564,36.6647,37.8414,39.0242,40.0823,40.9937,41.8780,42.8620,43.9734,45.1206,46.1974,47.1791,48.1135,49.0845,50.1325,51.2405,52.3248,53.3486,54.3240
Player4OnsetTimes,12.7441,14.8573,16.1291,17.2450,18.2200,19.2356,20.2995,21.4392,22.5563,23.5925,24.5503,25.5011,26.5071,27.5845,28.6792,29.7271,30.7198,31.7049,32.7181,33.7643,34.8193,35.8549,36.8673,37.8772,38.8954,39.9226,40.9584,42.0007,43.0354,44.0595,45.0668,46.0894,47.1242,48.1696,49.2074,50.2207,51.2405,52.2519,53.2779,54.3240
Player5OnsetTimes,13.1156,15.2208,16.1632,16.9576,17.8994,19.1637,20.5075,21.7185,22.6441,23.4395,24.3236,25.3989,26.6081,27.7790,28.7801,29.6580,30.5657,31.6033,32.7350,33.8661,34.9084,35.8549,36.7822,37.7887,38.8785,39.9938,41.0462,42.0171,42.9655,43.9565,45.0314,46.1437,47.2147,48.2037,49.1545,50.1325,51.1853,52.2901,53.3659,54.3768
Player6OnsetTimes,12.5215,15.1514,16.6285,17.4913,18.0332,19.6253,20.8480,21.6503,22.2646,23.1024,24.3047,25.6716,26.8885,27.8147,28.5752,29.4183,30.4931,31.7224,32.9137,33.9361,34.8022,35.6726,36.6984,37.8597,39.0242,40.0644,40.9773,41.8780,42.8785,43.9903,45.1372,46.1974,47.1623,48.0954,49.0845,50.1491,51.2584,52.3248,53.3293,54.3061
Player7OnsetTimes,14.4642,14.9945,15.5217,17.4913,18.9854,19.7615,20.1260,21.4392,22.6774,23.6937,24.5161,25.3486,26.3557,27.5499,28.7633,29.8305,30.7198,31.5863,32.5649,33.6935,34.8533,35.9269,36.8841,37.8070,38.7920,39.8711,40.9773,42.0512,43.0557,44.0072,44.9784,46.0182,47.1065,48.1869,49.2074,50.1825,51.1667,52.1988,53.2779,54.3414
Player8OnsetTimes,12.7961,14.9089,16.1291,17.2110,18.1858,19.2356,20.3164,21.4557,22.5563,23.5767,24.5335,25.5011,26.5235,27.6023,28.6792,29.7099,30.7035,31.6879,32.7016,33.7643,34.8364,35.8727,36.8673,37.8597,38.8785,39.9226,40.9773,42.0171,43.0354,44.0432,45.0492,46.0715,47.1242,48.1869,49.2249,50.2207,51.2221,52.2349,53.2779,54.3414
Player9OnsetTimes,13.5446,15.1165,15.6761,17.4373,18.8133,19.6412,20.1765,20.9562,22.1584,23.6095,24.9149,25.8460,26.5235,27.2945,28.3707,29.6580,30.9189,31.9478,32.7686,33.5931,34.5815,35.7579,36.9725,38.0487,38.9728,39.8530,40.8097,41.8961,43.0557,44.1626,45.1555,46.0715,47.0201,48.0586,49.1724,50.2741,51.3132,52.2739,53.2247,54.2316
Player10OnsetTimes,13.5446,15.1165,15.6761,17.4373,18.8133,19.6412,20.1765,20.9562,22.1584,23.6095,24.9149,25.8460,26.5235,27.2945,28.3707,29.6580,30.9189,31.9478,32.7686,33.5931,34.5815,35.7579,36.9725,38.0487,38.9728,39.8530,40.8097,41.8961,43.0557,44.1626,45.1555,46.0715,47.0201,48.0586,49.1724,50.2741,51.3132,52.2739,53.2247,54.2316
Player11OnsetTimes,13.5792,15.1514,15.6761,17.3828,18.7613,19.6412,20.2126,20.9907,22.1584,23.5767,24.8791,25.8282,26.5406,27.3111,28.3707,29.6580,30.9189,31.9478,32.7686,33.5931,34.5983,35.7736,36.9725,38.0487,38.9728,39.8530,40.8097,41.8961,43.0557,44.1626,45.1555,46.0715,47.0201,48.0586,49.1724,50.2741,51.3132,52.2739,53.2247,54.2316
Player12OnsetTimes,12.5741,15.2034,16.6285,17.4560,17.9982,19.6253,20.8647,21.6503,22.2646,23.1024,24.3047,25.6716,26.8885,27.8147,28.5752,29.4183,30.4931,31.7224,32.9137,33.9361,34.8022,35.6726,36.6984,37.8597,39.0069,40.0474,40.9773,41.8961,42.8956,43.9903,45.1206,46.1974,47.1791,48.1135,49.0845,50.1325,51.2405,52.3248,53.3486,54.3240
Player13OnsetTimes,12.8117,14.9250,16.1451,17.2110,18.1858,19.2356,20.3164,21.4557,22.5563,23.5767,24.5335,25.5011,26.5235,27.6023,28.6792,29.7099,30.7035,31.6879,32.7016,33.7643,34.8364,35.8727,36.8673,37.8597,38.8785,39.9226,40.9773,42.0171,43.0354,44.0432,45.0492,46.0715,47.1242,48.1696,49.2074,50.2207,51.2405,52.2519,53.2779,54.3240
Player14OnsetTimes,12.9810,15.0979,16.1632,17.0631,18.0145,19.1818,20.4210,21.6141,22.6268,23.5114,24.4108,25.4340,26.5576,27.6912,28.7465,29.7099,30.6363,31.6211,32.7016,33.8136,34.8904,35.8908,36.8339,37.8070,38.8604,39.9566,41.0279,42.0342,43.0010,43.9903,45.0314,46.1059,47.1623,48.1869,49.1900,50.1825,51.2033,52.2519,53.3128,54.3588
