Key,Value
BPM,60.0000
StartTime,3.9080
scoreCounter,81.0000
Alpha,Medium
alphaUser,0.0500
alphaAuto,0.0070
AudioGudance,0.0000
VisualGudance,0.0000
FinishTrial,1.0000
Mean Onset List,No mean onset values recorded.
Mean Interval List,No mean interval values recorded.
Timestamps,1.3320,1.8076,2.3477,2.8344,3.1065,3.2756,3.4340,3.5883,3.7478,3.9080,4.1178,4.2795,4.4555,4.6316,4.8133,4.9772
Player1OnsetTimes,5.3765
Player2OnsetTimes,5.0595
Player3OnsetTimes,5.0355
Player4OnsetTimes,No PlayerOnsetTimes recorded.
Player5OnsetTimes,5.1173
Player6OnsetTimes,5.4237
Player7OnsetTimes,No PlayerOnsetTimes recorded.
Player8OnsetTimes,5.4359
Player9OnsetTimes,No PlayerOnsetTimes recorded.
Player10OnsetTimes,5.3303
Player11OnsetTimes,5.0355
Player12OnsetTimes,5.3303
Player13OnsetTimes,5.4469
Player14OnsetTimes,No PlayerOnsetTimes recorded.
Player15OnsetTimes,5.3535
Player16OnsetTimes,5.3535
Player17OnsetTimes,No PlayerOnsetTimes recorded.
Player18OnsetTimes,No PlayerOnsetTimes recorded.
Player19OnsetTimes,5.0830
Player20OnsetTimes,5.1540
Player21OnsetTimes,5.3535
Player22OnsetTimes,5.2258
Player23OnsetTimes,5.1786
Player24OnsetTimes,5.4820
Player25OnsetTimes,No PlayerOnsetTimes recorded.
Player26OnsetTimes,No PlayerOnsetTimes recorded.
Player27OnsetTimes,5.4359
Player28OnsetTimes,5.1287
Player29OnsetTimes,5.0941
Player30OnsetTimes,5.4586
Player31OnsetTimes,5.0715
Player32OnsetTimes,No PlayerOnsetTimes recorded.
Player33OnsetTimes,5.1786
Player34OnsetTimes,5.1905
Player35OnsetTimes,No PlayerOnsetTimes recorded.
Player36OnsetTimes,5.0830
Player37OnsetTimes,5.4820
Player38OnsetTimes,5.4820
Player39OnsetTimes,No PlayerOnsetTimes recorded.
Player40OnsetTimes,5.1540
Player41OnsetTimes,5.2493
Player42OnsetTimes,5.2960
Player43OnsetTimes,5.2372
Player44OnsetTimes,5.1540
Player45OnsetTimes,5.4972
Player46OnsetTimes,No PlayerOnsetTimes recorded.
Player47OnsetTimes,No PlayerOnsetTimes recorded.
Player48OnsetTimes,5.0941
Player49OnsetTimes,No PlayerOnsetTimes recorded.
Player50OnsetTimes,5.0941
Player51OnsetTimes,5.3765
Player52OnsetTimes,5.2258
Player53OnsetTimes,5.3885
Player54OnsetTimes,5.3191
Player55OnsetTimes,5.3191
Player56OnsetTimes,5.2842
Player57OnsetTimes,5.4586
Player58OnsetTimes,No PlayerOnsetTimes recorded.
Player59OnsetTimes,5.2372
Player60OnsetTimes,5.1059
Player61OnsetTimes,No PlayerOnsetTimes recorded.
Player62OnsetTimes,5.2842
Player63OnsetTimes,5.2258
Player64OnsetTimes,No PlayerOnsetTimes recorded.
Player65OnsetTimes,5.4820
Player66OnsetTimes,5.3535
Player67OnsetTimes,No PlayerOnsetTimes recorded.
Player68OnsetTimes,No PlayerOnsetTimes recorded.
Player69OnsetTimes,No PlayerOnsetTimes recorded.
Player70OnsetTimes,No PlayerOnsetTimes recorded.
Player71OnsetTimes,5.0941
Player72OnsetTimes,5.4586
Player73OnsetTimes,No PlayerOnsetTimes recorded.
Player74OnsetTimes,5.0830
Player75OnsetTimes,5.3418
Player76OnsetTimes,5.4002
Player77OnsetTimes,5.1540
Player78OnsetTimes,5.2842
Player79OnsetTimes,5.3765
Player80OnsetTimes,5.3418
Player81OnsetTimes,No PlayerOnsetTimes recorded.
Player82OnsetTimes,No PlayerOnsetTimes recorded.
Player83OnsetTimes,No PlayerOnsetTimes recorded.
Player84OnsetTimes,5.2960
Player85OnsetTimes,5.1173
Player86OnsetTimes,5.1540
Player87OnsetTimes,5.1540
Player88OnsetTimes,5.2139
Player89OnsetTimes,5.4972
Player90OnsetTimes,5.1786
Player91OnsetTimes,No PlayerOnsetTimes recorded.
Player92OnsetTimes,5.4121
Player93OnsetTimes,5.1786
Player94OnsetTimes,No PlayerOnsetTimes recorded.
Player95OnsetTimes,5.0830
Player96OnsetTimes,No PlayerOnsetTimes recorded.
